2959202,40.88220500,119.09871500,2618.5959702971472,320.92257784016647,229.8125,-74.378,-63.074,-101.017,-74.378,-63.074,-101.017,0.,0.,0.
2960122,40.88220667,119.09871333,2618.3632734863845,320.92240960633285,259.125,-49.116,-63.074,-101.017,-36.486,-63.074,-101.017,0.,0.,0.
2961073,40.88220833,119.09871500,2618.308905330599,320.9174767099928,295.8125,-71.993,-63.074,-101.017,-42.386,-63.074,-101.017,0.,0.,0.
2962068,40.88221167,119.09871667,2618.109749022413,320.9099693148988,335.75,-66.71,-78.809,-101.017,-45.779,-53.38,-101.017,0.,0.,0.
2963041,40.88221833,119.09872500,2617.978593998884,320.88784231729795,305.9375,-51.736,-47.913,-59.753,-41.935,-43.646,-59.753,0.,0.,0.
2964015,40.88222500,119.09873000,2617.6698361081703,320.8704607454379,339.5625,-5.296,-74.977,38.602,-6.317,-45.267,31.577,1.,0.,1.
2966518,40.88223333,119.09878000,2619.6145835232824,320.7862243820041,98.625,-68.4,-87.844,-109.61,-10.682,-44.081,22.243,0.,0.,0.
2967481,40.88222167,119.09880000,2621.6836010796915,320.77558484546563,65.4375,-23.474,-86.545,-104.006,-4.557,-44.946,14.21,0.,0.,0.
2968469,40.88220333,119.09883500,2625.127000867059,320.7538397112572,28.1875,29.24,-75.092,-115.165,24.785,-46.75,7.642,1.,0.,0.
2969426,40.88220333,119.09883500,2625.127000867059,320.7538397112572,58.5625,8.06,-62.904,-51.812,33.214,-46.654,8.242,0.,0.,0.
2970399,40.88218833,119.09887000,2628.2836304264615,320.7270337032821,34.25,5.013,-20.68,-55.059,38.061,-29.422,7.691,0.,1.,0.
2971375,40.88217167,119.09890833,2631.761260395861,320.69810768969427,63.5,-5.508,-8.629,-13.757,39.076,-14.004,16.799,0.,1.,0.
2972366,40.88215500,119.09894667,2635.2409536410164,320.66925918301337,101.3125,-53.154,-83.015,-36.681,35.637,-16.048,18.2,0.,0.,0.
2973331,40.88214000,119.09899667,2639.2013207526015,320.62144503773027,68.6875,-68.167,-85.426,-72.114,33.08,-17.874,14.85,0.,0.,0.
2974310,40.88213833,119.09896500,2637.6520589594884,320.6687995787705,29.25,-76.266,-82.007,-81.821,31.103,-19.772,11.396,0.,0.,0.
2975331,40.88212667,119.09896833,2638.831585951542,320.68190724955605,348.5,-4.639,-25.386,-57.618,32.931,-14.64,9.879,0.,0.,0.
2976306,40.88211000,119.09896667,2640.175430850088,320.70971075314816,311.625,-42.951,-74.465,-74.784,30.544,-16.45,7.248,0.,0.,0.
2977296,40.88209833,119.09895667,2640.6451223144745,320.7416647375144,301.4375,-43.236,-50.16,0.373,28.353,-16.612,15.67,0.,0.,0.
2978285,40.88211500,119.09891500,2636.9896139581533,320.77527130451153,338.0,-35.601,-107.11,-7.031,26.681,-16.049,20.904,0.,0.,0.
2979279,40.88210667,119.09891333,2637.6173141931827,320.79034596516766,307.25,-40.843,-77.464,-80.857,24.896,-17.611,18.249,0.,0.,0.
2980249,40.88211000,119.09891000,2637.153350126709,320.7899896215267,338.25,-59.559,-84.454,-78.833,23.092,-18.999,15.805,0.,0.,0.
2981243,40.88211000,119.09890000,2636.620611491921,320.80417474661647,310.0,-77.021,-21.969,-70.954,22.084,-14.468,13.715,0.,0.,0.
2982213,40.88211000,119.09889667,2636.4432454220423,320.80889966577627,336.375,28.227,-81.652,-16.453,29.739,-15.826,16.622,0.,0.,0.
2983202,40.88210833,119.09889333,2636.4091135206804,320.81618601792457,307.0625,-23.523,-51.25,-0.065,29.109,-15.948,21.536,0.,0.,0.
2984191,40.88210833,119.09889333,2636.4091135206804,320.81618601792457,336.375,-42.912,-59.572,-19.597,27.575,-16.68,23.095,0.,0.,0.
2985189,40.88210833,119.09889333,2636.4091135206804,320.81618601792457,300.9375,-18.578,-99.628,-5.796,27.401,-17.072,26.094,0.,0.,0.
2986162,40.88210833,119.09889333,2636.4091135206804,320.81618601792457,332.625,9.825,-53.573,4.899,30.264,-17.297,30.103,0.,0.,0.
2987146,40.88210833,119.09889333,2636.4091135206804,320.81618601792457,303.4375,-23.059,-76.982,-96.916,29.634,-18.385,28.54,0.,0.,0.
2988125,40.88210833,119.09889333,2636.4091135206804,320.81618601792457,339.6875,12.718,-21.133,-5.415,32.404,-14.888,30.843,0.,0.,0.
2989105,40.88210833,119.09889333,2636.4091135206804,320.81618601792457,310.0625,-1.425,-78.002,-70.334,33.296,-15.929,29.075,0.,0.,0.
2990137,40.88210833,119.09889333,2636.4091135206804,320.81618601792457,339.4375,12.538,-46.195,-31.395,35.509,-15.673,28.881,0.,0.,0.
2991143,40.88210833,119.09889333,2636.4091135206804,320.81618601792457,304.25,-33.095,-39.524,-59.501,34.388,-14.897,27.427,0.,0.,0.
