28.13055006,25.89269678,27.48033337,27.13762771,26.36962955,27.4237066
27.18992057,25.21398077,26.08363887,26.63961505,25.07845002,28.1324695
26.9045787,25.03724012,26.65651265,27.06423404,27.62520635,29.81427636
27.55742846,25.29029401,25.70534685,27.74851863,26.63348676,30.06909608
26.5511904,26.00128716,27.04587619,26.41915005,27.63349099,28.89347614
34.19803353,29.25682865,29.43388075,30.86570929,27.43486339,28.59609381
33.74730244,29.88891857,29.91793023,30.63222798,27.44886203,28.4764778
28.53816746,27.88755015,27.84339187,28.455785,27.60127511,27.19050674
25.97539309,25.56277735,25.97735809,27.5838869,26.57552189,28.27249211
28.24713521,26.85270293,37.38409189,27.00345957,26.4933847,26.70798808
26.24629989,24.65661295,25.90646585,26.42405361,26.21454544,27.12714958
28.70366999,26.63903226,26.1193705,26.2568806,24.52151361,25.91442144
27.36000883,25.52268133,26.40139791,27.41218115,25.28495777,26.36299935
29.57585717,24.90691228,24.44971252,25.81740271,25.52834972,25.99301376
26.1920543,28.39717736,29.45476207,26.51413208,26.5297296,26.81938169
29.08216207,26.18967512,26.1419686,26.44724978,25.76282173,25.59399795
26.70204806,24.23220249,25.6126692,25.82618152,25.59272259,26.34881617
27.12191271,25.27578995,26.78712836,27.3571314,26.57365349,27.78956591
26.34526222,24.72682182,26.38482544,25.60645141,26.3920225,28.34386957
26.73464487,26.43945515,25.8263636,27.44784792,25.04666727,26.84709481
29.44342584,25.60925337,25.87975297,30.38002798,31.98709029,26.02488269
27.67211,25.47989938,26.10778624,26.75608747,24.8831989,26.52738001
29.06938573,25.0587958,26.5879213,27.10650633,25.58830587,26.21716776
28.34663413,26.27915897,26.13638817,27.96122276,26.5284148,26.81173705
29.39075639,28.59313111,31.41160951,30.94939574,25.59301906,25.78117648
26.4165782,27.86267586,26.22404087,27.22066237,32.96387078,32.52341207
38.08902608,25.12637194,25.5163225,26.14697206,25.5722703,27.66888032
26.7230042,26.3039386,31.38385353,30.30012994,25.73520297,27.91002646
28.32242836,27.28935056,28.94586858,27.57405771,27.47586181,26.2697182
26.7133845,28.44675928,30.43384838,26.33805906,25.12867605,27.1625918
30.36610139,30.13378326,26.6596114,27.33097378,25.50340575,34.28610236
25.33712343,24.6904829,25.50604932,27.0400121,24.68610709,25.98604572
25.70775205,43.66728096,25.99201816,26.39173644,24.96256803,25.06377653
40.11930062,49.03256247,33.91256176,25.07856235,25.73302514,26.47323197
25.88144174,26.30449118,28.15358108,24.8606196,24.12377501,25.68469895
29.67268424,27.88127996,27.20206568,25.3603613,25.28071549,24.99880815
26.60044735,24.36645131,25.80392549,31.08058182,25.44842881,25.89590794
76.28426545,49.82758974,53.13237762,41.35389872,43.44322324,38.75056758
44.52807396,63.23476684,41.2765254,25.21380237,30.46195043,31.17615866
