-550.5149618,-454.71418312,-368.11821738,-423.85310524,-408.70863419,-368.5509463 
-550.5149618,-454.71418312,-368.11821738,-423.85310524,-408.70863419,-368.5509463 
-550.5149618,-454.71418312,-368.11821738,-423.85310524,-408.70863419,-368.5509463 
-550.5149618,-454.71418312,-368.11821738,-423.85310524,-408.70863419,-368.5509463 
-550.5149618,-454.71418312,-368.11821738,-423.85310524,-408.70863419,-368.5509463 
-550.5149618,-454.71418312,-368.11821738,-423.85310524,-408.70863419,-368.5509463 
-550.5149618,-454.71418312,-368.11821738,-423.85310524,-408.70863419,-368.5509463 
-549.15875716,-454.35911528,-366.95072589,-423.14892553,-406.50792661,-368.9381026 
-549.15875716,-454.35911528,-366.95072589,-423.14892553,-406.50792661,-368.9381026 
-549.15875716,-454.35911528,-366.95072589,-423.14892553,-406.50792661,-368.9381026 
-549.15875716,-454.35911528,-366.95072589,-423.14892553,-406.50792661,-368.9381026 
-549.15875716,-454.35911528,-366.95072589,-423.14892553,-406.50792661,-368.9381026 
-549.15875716,-454.35911528,-366.95072589,-423.14892553,-406.50792661,-368.9381026 
-549.15875716,-454.35911528,-366.95072589,-423.14892553,-406.50792661,-368.9381026 
-548.64699667,-456.17778882,-366.9082047,-422.63256312,-405.98007735,-367.19033887
-548.64699667,-456.17778882,-366.9082047,-422.63256312,-405.98007735,-367.19033887
-548.64699667,-456.17778882,-366.9082047,-422.63256312,-405.98007735,-367.19033887
-548.64699667,-456.17778882,-366.9082047,-422.63256312,-405.98007735,-367.19033887
-548.64699667,-456.17778882,-366.9082047,-422.63256312,-405.98007735,-367.19033887
-548.64699667,-456.17778882,-366.9082047,-422.63256312,-405.98007735,-367.19033887
-548.64699667,-456.17778882,-366.9082047,-422.63256312,-405.98007735,-367.19033887
-549.00469202,-453.50411093,-367.13124663,-423.76642451,-407.49611916,-368.16398587
-549.00469202,-453.50411093,-367.13124663,-423.76642451,-407.49611916,-368.16398587
-549.00469202,-453.50411093,-367.13124663,-423.76642451,-407.49611916,-368.16398587
