5835,state:4,Time:14:07:17,Lat:35.55484667,Lng:139.65562000,ax:   0.0,ay:0.0011111111111111111,az:0.0022222222222222222,q:   0.0,rV:     0,lV:     0,Camera:captured!
44635,state:6,Time:14:07:56,Lat:35.55487500,Lng:139.65558333,ax:0.30777777777777776,ay:-0.09555555555555556,az:-0.4677777777777778,q:336.25,rV:    50,lV:    70,Camera:0
44645,state:6,Time:14:07:56,Lat:35.55487500,Lng:139.65558333,ax:-0.2222222222222222,ay:  0.05,az:-0.4677777777777778,q: 336.5,rV:    60,lV:    60,Camera:0
44934,state:6,Time:14:07:56,Lat:35.55487500,Lng:139.65558333,ax:0.8622222222222222,ay:-0.4411111111111111,az:-0.14222222222222222,q:338.9375,rV:    60,lV:    60,Camera:0
45016,state:6,Time:14:07:56,Lat:35.55487500,Lng:139.65558333,ax:0.2411111111111111,ay:0.11222222222222222,az:0.5977777777777777,q:337.0625,rV:    60,lV:    60,Camera:0
45130,state:6,Time:14:07:56,Lat:35.55487500,Lng:139.65558333,ax:-1.548888888888889,ay:0.31777777777777777,az:-0.16444444444444445,q:336.3125,rV:    60,lV:    60,Camera:0
45225,state:6,Time:14:07:57,Lat:35.55487667,Lng:139.65558500,ax:0.25666666666666665,ay:0.6944444444444444,az:-0.5866666666666667,q: 338.0,rV:    60,lV:    60,Camera:0
45276,state:6,Time:14:07:57,Lat:35.55487667,Lng:139.65558500,ax:-0.6877777777777778,ay:0.21444444444444444,az:0.07222222222222222,q:338.1875,rV:    60,lV:    60,Camera:0
45396,state:6,Time:14:07:57,Lat:35.55487667,Lng:139.65558500,ax:0.043333333333333335,ay:-0.5833333333333334,az:0.0011111111111111111,q:337.3125,rV:    60,lV:    60,Camera:0
45482,state:6,Time:14:07:57,Lat:35.55487667,Lng:139.65558500,ax:0.6911111111111111,ay:-0.5466666666666666,az:-0.5211111111111111,q: 338.5,rV:    60,lV:    60,Camera:0
45602,state:6,Time:14:07:57,Lat:35.55487667,Lng:139.65558500,ax:-0.11333333333333333,ay:1.008888888888889,az:0.10666666666666667,q:339.125,rV:    60,lV:    60,Camera:0
45613,state:6,Time:14:07:57,Lat:35.55487667,Lng:139.65558500,ax:-0.6011111111111112,ay:1.1022222222222222,az:0.14666666666666667,q:339.125,rV:    60,lV:    60,Camera:0
45719,state:6,Time:14:07:57,Lat:35.55487667,Lng:139.65558500,ax:0.3888888888888889,ay:-0.06111111111111111,az:0.10111111111111111,q:338.6875,rV:    60,lV:    60,Camera:0
45726,state:6,Time:14:07:57,Lat:35.55487667,Lng:139.65558500,ax:0.12222222222222222,ay:0.5444444444444444,az:-0.021111111111111112,q:338.6875,rV:    70,lV:    50,Camera:0
46007,state:6,Time:14:07:57,Lat:35.55487667,Lng:139.65558500,ax:0.005555555555555556,ay:0.4411111111111111,az:0.9266666666666666,q:330.5625,rV:    70,lV:    50,Camera:0
46086,state:6,Time:14:07:57,Lat:35.55487667,Lng:139.65558500,ax:0.46111111111111114,ay:-0.6577777777777778,az:  0.47,q: 327.5,rV:    70,lV:    50,Camera:0
46202,state:6,Time:14:07:58,Lat:35.55487833,Lng:139.65558667,ax:-0.4477777777777778,ay:0.3111111111111111,az:0.4111111111111111,q:324.9375,rV:    70,lV:    50,Camera:0
46292,state:6,Time:14:07:58,Lat:35.55487833,Lng:139.65558667,ax:-0.30666666666666664,ay:0.28444444444444444,az:0.9466666666666667,q:321.375,rV:    70,lV:    50,Camera:0
46348,state:6,Time:14:07:58,Lat:35.55487833,Lng:139.65558667,ax:0.7322222222222222,ay:-0.4722222222222222,az:0.4666666666666667,q:319.3125,rV:    70,lV:    50,Camera:0
46471,state:6,Time:14:07:58,Lat:35.55487833,Lng:139.65558667,ax:-0.5411111111111111,ay:-0.16666666666666666,az:0.4622222222222222,q:315.625,rV:    70,lV:    50,Camera:0
46560,state:6,Time:14:07:58,Lat:35.55487833,Lng:139.65558667,ax:-0.20555555555555555,ay:-0.03111111111111111,az:0.6877777777777778,q: 313.0,rV:    70,lV:    50,Camera:0
46683,state:6,Time:14:07:58,Lat:35.55487833,Lng:139.65558667,ax:0.06888888888888889,ay:0.44333333333333336,az:0.6144444444444445,q:308.6875,rV:    70,lV:    50,Camera:0
46695,state:6,Time:14:07:58,Lat:35.55487833,Lng:139.65558667,ax:0.6622222222222223,ay:-0.35444444444444445,az:0.5955555555555555,q:308.0625,rV:    70,lV:    50,Camera:0
46814,state:6,Time:14:07:58,Lat:35.55487833,Lng:139.65558667,ax:-0.4444444444444444,ay:0.4822222222222222,az:0.3811111111111111,q:303.625,rV:    70,lV:    50,Camera:0
46824,state:6,Time:14:07:58,Lat:35.55487833,Lng:139.65558667,ax:0.17888888888888888,ay:0.3433333333333333,az:-0.012222222222222223,q:303.625,rV:    60,lV:    60,Camera:0
47112,state:6,Time:14:07:58,Lat:35.55487833,Lng:139.65558667,ax:-0.6477777777777778,ay:   0.5,az:0.44222222222222224,q:299.9375,rV:    60,lV:    60,Camera:0
47201,state:6,Time:14:07:59,Lat:35.55488000,Lng:139.65559000,ax:0.31222222222222223,ay:-0.07777777777777778,az: -0.16,q:299.9375,rV:    60,lV:    60,Camera:0
47314,state:6,Time:14:07:59,Lat:35.55488000,Lng:139.65559000,ax:0.7211111111111111,ay:0.6655555555555556,az:-0.19777777777777777,q:301.5625,rV:    60,lV:    60,Camera:0
47399,state:6,Time:14:07:59,Lat:35.55488000,Lng:139.65559000,ax:0.4011111111111111,ay:-0.4811111111111111,az:0.12222222222222222,q:301.125,rV:    60,lV:    60,Camera:0
47455,state:6,Time:14:07:59,Lat:35.55488000,Lng:139.65559000,ax:0.5033333333333333,ay:0.1811111111111111,az:0.17444444444444446,q:300.1875,rV:    60,lV:    60,Camera:0
47582,state:6,Time:14:07:59,Lat:35.55488000,Lng:139.65559000,ax:-0.6766666666666666,ay:0.5588888888888889,az:0.14777777777777779,q:300.625,rV:    60,lV:    60,Camera:0
47671,state:6,Time:14:07:59,Lat:35.55488000,Lng:139.65559000,ax:-0.40555555555555556,ay:-0.07222222222222222,az: -0.08,q:300.8125,rV:    60,lV:    60,Camera:0
47783,state:6,Time:14:07:59,Lat:35.55488000,Lng:139.65559000,ax:0.4255555555555556,ay:0.1711111111111111,az:0.024444444444444446,q:300.375,rV:    60,lV:    60,Camera:0
47792,state:6,Time:14:07:59,Lat:35.55488000,Lng:139.65559000,ax:-0.17444444444444446,ay:0.22777777777777777,az:0.06333333333333334,q:300.375,rV:    60,lV:    60,Camera:0
47890,state:6,Time:14:07:59,Lat:35.55488000,Lng:139.65559000,ax:-0.8577777777777778,ay:0.29777777777777775,az:0.20555555555555555,q:300.0625,rV:    60,lV:    60,Camera:0
47897,state:6,Time:14:07:59,Lat:35.55488000,Lng:139.65559000,ax:-0.9211111111111111,ay:0.43444444444444447,az:0.17666666666666667,q:300.0625,rV:    70,lV:    50,Camera:0
48184,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:-0.41444444444444445,ay:0.7144444444444444,az:0.7933333333333333,q:293.25,rV:    70,lV:    50,Camera:0
48268,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:-0.5688888888888889,ay:0.11777777777777777,az:0.9833333333333333,q: 289.5,rV:    70,lV:    50,Camera:0
48384,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:0.5033333333333333,ay:-0.5588888888888889,az:0.6288888888888889,q:285.5625,rV:    70,lV:    50,Camera:0
48472,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:-0.017777777777777778,ay:-0.09222222222222222,az:0.7377777777777778,q:283.3125,rV:    70,lV:    50,Camera:0
48528,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:0.19111111111111112,ay:-0.16111111111111112,az:0.7711111111111111,q:281.125,rV:    70,lV:    50,Camera:0
48648,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:0.06777777777777778,ay:0.17888888888888888,az:0.7188888888888889,q:275.4375,rV:    70,lV:    50,Camera:0
48735,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:-0.13111111111111112,ay:  0.23,az:0.8944444444444445,q:270.5625,rV:    70,lV:    50,Camera:0
48844,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:-0.3333333333333333,ay:-0.18333333333333332,az:0.9344444444444444,q:266.3125,rV:    70,lV:    50,Camera:0
48854,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:0.32666666666666666,ay:-0.09444444444444444,az:0.7511111111111111,q: 266.0,rV:    70,lV:    50,Camera:0
48963,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:-0.44222222222222224,ay:-0.8233333333333334,az:  0.42,q:261.75,rV:    70,lV:    50,Camera:0
48971,state:6,Time:14:08:00,Lat:35.55488167,Lng:139.65560000,ax:-0.1711111111111111,ay:-0.08333333333333333,az:0.6077777777777778,q:261.75,rV:    60,lV:    60,Camera:0
49270,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:0.07222222222222222,ay:  0.54,az:0.03333333333333333,q:257.8125,rV:    60,lV:    60,Camera:0
49355,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:0.13444444444444445,ay:-0.27111111111111114,az:-0.3988888888888889,q: 259.0,rV:    60,lV:    60,Camera:0
49472,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:-0.3888888888888889,ay:   1.0,az:0.3288888888888889,q:257.8125,rV:    60,lV:    60,Camera:0
49555,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:-0.14666666666666667,ay:-0.04777777777777778,az: -0.07,q:257.8125,rV:    60,lV:    60,Camera:0
49611,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:1.4555555555555555,ay:0.1111111111111111,az:-0.29555555555555557,q:258.25,rV:    60,lV:    60,Camera:0
49730,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:-0.30444444444444446,ay:-0.07222222222222222,az: -0.09,q:258.125,rV:    60,lV:    60,Camera:0
49811,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:-0.0077777777777777776,ay:0.043333333333333335,az:0.13555555555555557,q:257.75,rV:    60,lV:    60,Camera:0
49923,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:0.9433333333333334,ay:0.34444444444444444,az:-0.07888888888888888,q:257.375,rV:    60,lV:    60,Camera:0
49931,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:0.2411111111111111,ay:0.8777777777777778,az:0.043333333333333335,q:257.375,rV:    60,lV:    60,Camera:0
50027,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:-0.1411111111111111,ay:-0.03222222222222222,az:0.48444444444444446,q:255.9375,rV:    60,lV:    60,Camera:0
50034,state:6,Time:14:08:01,Lat:35.55488667,Lng:139.65560833,ax:-0.44222222222222224,ay:-0.43222222222222223,az:0.6155555555555555,q:255.9375,rV:    70,lV:    50,Camera:0
50333,state:6,Time:14:08:02,Lat:35.55489167,Lng:139.65561333,ax:-0.38222222222222224,ay:0.2866666666666667,az:  0.78,q: 247.5,rV:    70,lV:    50,Camera:0
50416,state:6,Time:14:08:02,Lat:35.55489167,Lng:139.65561333,ax:-0.38222222222222224,ay:0.0033333333333333335,az:0.43666666666666665,q:244.625,rV:    70,lV:    50,Camera:0
50535,state:6,Time:14:08:02,Lat:35.55489167,Lng:139.65561333,ax:0.34555555555555556,ay:-0.3411111111111111,az:  0.58,q:242.1875,rV:    70,lV:    50,Camera:0
50621,state:6,Time:14:08:02,Lat:35.55489167,Lng:139.65561333,ax:-0.011111111111111112,ay:0.6188888888888889,az:0.9411111111111111,q:238.5625,rV:    70,lV:    50,Camera:0
50674,state:6,Time:14:08:02,Lat:35.55489167,Lng:139.65561333,ax:-1.1966666666666668,ay:0.6166666666666667,az:1.4322222222222223,q: 235.5,rV:    70,lV:    50,Camera:0
