5835,state:4,Time:14:07:17,Lat:35.55484667,Lng:139.65562000,ax:   0.0,ay:0.0011111111111111111,az:0.0022222222222222222,q:   0.0,rV:     0,lV:     0,Camera:captured!
30415,state:6,Time:14:07:42,Lat:35.55486167,Lng:139.65559000,ax:-0.16555555555555557,ay:-0.49333333333333335,az:0.6333333333333333,q:125.375,rV:    70,lV:    50,Camera:0
30424,state:6,Time:14:07:42,Lat:35.55486167,Lng:139.65559000,ax:-0.8277777777777777,ay:-0.45555555555555555,az:0.6511111111111111,q: 125.0,rV:    70,lV:    50,Camera:0
30538,state:6,Time:14:07:42,Lat:35.55486167,Lng:139.65559000,ax:  0.39,ay:-0.37777777777777777,az:0.3411111111111111,q:122.8125,rV:    70,lV:    50,Camera:0
30546,state:6,Time:14:07:42,Lat:35.55486167,Lng:139.65559000,ax:-0.21555555555555556,ay:0.2633333333333333,az:0.3933333333333333,q:122.625,rV:    70,lV:    50,Camera:0
30848,state:6,Time:14:07:42,Lat:35.55486167,Lng:139.65559000,ax:0.2288888888888889,ay:0.21222222222222223,az:0.7977777777777778,q:110.8125,rV:    70,lV:    50,Camera:0
30930,state:6,Time:14:07:42,Lat:35.55486167,Lng:139.65559000,ax:-0.3288888888888889,ay: -0.44,az:0.6933333333333334,q:107.1875,rV:    70,lV:    50,Camera:0
31047,state:6,Time:14:07:42,Lat:35.55486167,Lng:139.65559000,ax:-0.5022222222222222,ay:0.37333333333333335,az:0.8588888888888889,q: 102.5,rV:    70,lV:    50,Camera:0
31119,state:6,Time:14:07:42,Lat:35.55486167,Lng:139.65559000,ax: -0.43,ay:0.18666666666666668,az:1.1944444444444444,q:98.875,rV:    70,lV:    50,Camera:0
31164,state:6,Time:14:07:43,Lat:35.55486167,Lng:139.65559000,ax:-0.31333333333333335,ay:-0.09111111111111111,az:0.7277777777777777,q:96.5625,rV:    70,lV:    50,Camera:0
31285,state:6,Time:14:07:43,Lat:35.55486167,Lng:139.65559000,ax:0.25222222222222224,ay: -0.01,az:0.24666666666666667,q:94.3125,rV:    70,lV:    50,Camera:0
31369,state:6,Time:14:07:43,Lat:35.55486167,Lng:139.65559000,ax:0.028888888888888888,ay:-0.28444444444444444,az:0.8455555555555555,q:91.8125,rV:    70,lV:    50,Camera:0
31484,state:6,Time:14:07:43,Lat:35.55486167,Lng:139.65559000,ax:0.5433333333333333,ay:-0.37444444444444447,az:  0.51,q:  87.0,rV:    70,lV:    50,Camera:0
31492,state:6,Time:14:07:43,Lat:35.55486167,Lng:139.65559000,ax:0.5433333333333333,ay:-0.37444444444444447,az:  0.51,q:86.6875,rV:    70,lV:    50,Camera:0
31605,state:6,Time:14:07:43,Lat:35.55486167,Lng:139.65559000,ax:-0.11777777777777777,ay:0.6266666666666667,az:0.5766666666666667,q:81.4375,rV:    70,lV:    50,Camera:0
31613,state:6,Time:14:07:43,Lat:35.55486167,Lng:139.65559000,ax:-0.11777777777777777,ay:0.6266666666666667,az:0.5766666666666667,q:81.1875,rV:    50,lV:    70,Camera:0
31920,state:6,Time:14:07:43,Lat:35.55486167,Lng:139.65559000,ax:-0.3888888888888889,ay:1.0144444444444445,az:-0.7366666666666667,q: 87.25,rV:    50,lV:    70,Camera:0
31997,state:6,Time:14:07:43,Lat:35.55486167,Lng:139.65559000,ax: -0.37,ay:-0.38666666666666666,az:-0.5244444444444445,q:  90.5,rV:    50,lV:    70,Camera:0
32118,state:6,Time:14:07:43,Lat:35.55486167,Lng:139.65559000,ax:0.17333333333333334,ay:-0.29444444444444445,az:-0.5577777777777778,q: 93.25,rV:    50,lV:    70,Camera:0
32192,state:6,Time:14:07:44,Lat:35.55486333,Lng:139.65558833,ax:  0.27,ay:  0.03,az:-0.5777777777777777,q:95.875,rV:    50,lV:    70,Camera:0
32247,state:6,Time:14:07:44,Lat:35.55486333,Lng:139.65558833,ax:1.2233333333333334,ay:0.2722222222222222,az:-1.001111111111111,q:98.0625,rV:    50,lV:    70,Camera:0
32380,state:6,Time:14:07:44,Lat:35.55486333,Lng:139.65558833,ax:0.36777777777777776,ay:0.015555555555555555,az:-0.7488888888888889,q:102.875,rV:    50,lV:    70,Camera:0
32469,state:6,Time:14:07:44,Lat:35.55486333,Lng:139.65558833,ax:0.29555555555555557,ay:-0.06555555555555556,az:-0.5144444444444445,q: 104.5,rV:    50,lV:    70,Camera:0
32591,state:6,Time:14:07:44,Lat:35.55486333,Lng:139.65558833,ax:0.0077777777777777776,ay:-0.17666666666666667,az:-0.3022222222222222,q:107.1875,rV:    50,lV:    70,Camera:0
32602,state:6,Time:14:07:44,Lat:35.55486333,Lng:139.65558833,ax:0.3377777777777778,ay:0.07888888888888888,az:-0.2922222222222222,q:107.5625,rV:    50,lV:    70,Camera:0
32710,state:6,Time:14:07:44,Lat:35.55486333,Lng:139.65558833,ax:-0.23777777777777778,ay:1.0122222222222221,az:-0.40444444444444444,q:111.4375,rV:    50,lV:    70,Camera:0
32718,state:6,Time:14:07:44,Lat:35.55486333,Lng:139.65558833,ax: -0.15,ay:0.5544444444444444,az:-0.30333333333333334,q:111.5625,rV:    60,lV:    60,Camera:0
33017,state:6,Time:14:07:44,Lat:35.55486333,Lng:139.65558833,ax:-0.3522222222222222,ay:-0.023333333333333334,az:0.03666666666666667,q:112.1875,rV:    60,lV:    60,Camera:0
33102,state:6,Time:14:07:44,Lat:35.55486333,Lng:139.65558833,ax:-0.42333333333333334,ay:-0.31444444444444447,az:0.16111111111111112,q:111.875,rV:    60,lV:    60,Camera:0
33228,state:6,Time:14:07:45,Lat:35.55486333,Lng:139.65558833,ax:0.7611111111111111,ay:-0.7077777777777777,az:0.043333333333333335,q:111.9375,rV:    60,lV:    60,Camera:0
33322,state:6,Time:14:07:45,Lat:35.55486333,Lng:139.65558833,ax: -0.42,ay:0.5022222222222222,az: -0.17,q:111.5625,rV:    60,lV:    60,Camera:0
33379,state:6,Time:14:07:45,Lat:35.55486333,Lng:139.65558833,ax:0.18222222222222223,ay:0.07666666666666666,az:-0.02666666666666667,q:112.25,rV:    60,lV:    60,Camera:0
33511,state:6,Time:14:07:45,Lat:35.55486333,Lng:139.65558833,ax:0.38222222222222224,ay:-0.6811111111111111,az:-0.17333333333333334,q:111.8125,rV:    60,lV:    60,Camera:0
33607,state:6,Time:14:07:45,Lat:35.55486333,Lng:139.65558833,ax:0.24444444444444444,ay:-0.6433333333333333,az:-0.08777777777777777,q:112.25,rV:    60,lV:    60,Camera:0
33729,state:6,Time:14:07:45,Lat:35.55486333,Lng:139.65558833,ax:-0.9666666666666667,ay:0.16666666666666666,az:0.014444444444444444,q:111.5625,rV:    60,lV:    60,Camera:0
33737,state:6,Time:14:07:45,Lat:35.55486333,Lng:139.65558833,ax:-0.32555555555555554,ay:-0.13777777777777778,az:-0.13666666666666666,q:111.5625,rV:    60,lV:    60,Camera:0
33841,state:6,Time:14:07:45,Lat:35.55486333,Lng:139.65558833,ax:0.5766666666666667,ay:0.1622222222222222,az:0.47444444444444445,q: 111.0,rV:    60,lV:    60,Camera:0
33847,state:6,Time:14:07:45,Lat:35.55486333,Lng:139.65558833,ax:0.5766666666666667,ay:0.1622222222222222,az:0.47444444444444445,q:110.75,rV:    70,lV:    50,Camera:0
34171,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:0.1111111111111111,ay:0.5733333333333334,az:0.19333333333333333,q:100.375,rV:    70,lV:    50,Camera:0
34264,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:-0.02666666666666667,ay:-1.4655555555555555,az:0.21888888888888888,q:98.4375,rV:    70,lV:    50,Camera:0
34384,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:1.0344444444444445,ay:0.022222222222222223,az:0.45111111111111113,q:95.6875,rV:    70,lV:    50,Camera:0
34478,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:0.18444444444444444,ay:-1.2733333333333334,az:0.9377777777777778,q:91.875,rV:    70,lV:    50,Camera:0
34538,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:0.14333333333333334,ay: -0.11,az:0.5455555555555556,q:89.1875,rV:    70,lV:    50,Camera:0
34668,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:0.9144444444444444,ay:-0.6855555555555556,az:0.6555555555555556,q:83.875,rV:    70,lV:    50,Camera:0
34752,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:  0.48,ay:-0.06333333333333334,az:0.7477777777777778,q:79.375,rV:    70,lV:    50,Camera:0
34861,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:0.8355555555555556,ay:-0.07333333333333333,az:0.5944444444444444,q:76.625,rV:    70,lV:    50,Camera:0
34870,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:0.6277777777777778,ay:-0.29333333333333333,az:0.5922222222222222,q:76.3125,rV:    70,lV:    50,Camera:0
34968,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:-1.2822222222222222,ay:0.0011111111111111111,az:1.1777777777777778,q:71.9375,rV:    70,lV:    50,Camera:0
34977,state:6,Time:14:07:46,Lat:35.55486500,Lng:139.65558667,ax:-1.198888888888889,ay:0.6555555555555556,az:1.0255555555555556,q:71.3125,rV:    60,lV:    60,Camera:0
35275,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax:0.7111111111111111,ay:   0.0,az:-0.025555555555555557,q:67.6875,rV:    60,lV:    60,Camera:0
35358,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax:0.2588888888888889,ay:0.17555555555555555,az:0.09777777777777778,q: 67.25,rV:    60,lV:    60,Camera:0
35477,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax: -0.02,ay: -0.45,az:-0.5633333333333334,q: 65.75,rV:    60,lV:    60,Camera:0
35563,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax:-0.5533333333333333,ay:-0.6611111111111111,az:0.2922222222222222,q:  66.0,rV:    60,lV:    60,Camera:0
35612,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax:-0.11777777777777777,ay:-0.7411111111111112,az:0.023333333333333334,q: 65.75,rV:    60,lV:    60,Camera:0
35731,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax:-0.15444444444444444,ay:0.21777777777777776,az:-0.09222222222222222,q:65.9375,rV:    60,lV:    60,Camera:0
35815,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax:0.43222222222222223,ay:-0.42444444444444446,az:0.2311111111111111,q:65.4375,rV:    60,lV:    60,Camera:0
35925,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax:-0.7777777777777778,ay:0.6088888888888889,az:  0.07,q:64.1875,rV:    60,lV:    60,Camera:0
35934,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax:-0.42333333333333334,ay:0.31666666666666665,az:  0.04,q:64.1875,rV:    60,lV:    60,Camera:0
36033,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax:   0.4,ay:0.9844444444444445,az:-0.16777777777777778,q:64.9375,rV:    60,lV:    60,Camera:0
36040,state:6,Time:14:07:47,Lat:35.55486500,Lng:139.65558667,ax:0.3433333333333333,ay:0.021111111111111112,az:-0.027777777777777776,q:64.9375,rV:    50,lV:    70,Camera:0
36342,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax:1.001111111111111,ay:0.5577777777777778,az:-0.8822222222222222,q:70.375,rV:    50,lV:    70,Camera:0
36431,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax:0.017777777777777778,ay:  0.21,az:-0.6188888888888889,q: 74.25,rV:    50,lV:    70,Camera:0
36555,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax:0.1622222222222222,ay:-1.7855555555555556,az:-0.3011111111111111,q:79.0625,rV:    50,lV:    70,Camera:0
36642,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax:0.10222222222222223,ay:   0.0,az:-0.38666666666666666,q: 78.25,rV:    50,lV:    70,Camera:0
36685,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax: -0.34,ay:-0.8833333333333333,az: -0.26,q:78.875,rV:    50,lV:    70,Camera:0
36806,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax:0.7511111111111111,ay:-0.36333333333333334,az:-0.9211111111111111,q:82.375,rV:    50,lV:    70,Camera:0
36888,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax:0.3322222222222222,ay:1.4211111111111112,az:-0.7866666666666666,q: 85.75,rV:    50,lV:    70,Camera:0
36997,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax:0.18222222222222223,ay:0.3388888888888889,az:-0.31333333333333335,q:  88.5,rV:    50,lV:    70,Camera:0
37006,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax:0.31444444444444447,ay:0.5088888888888888,az:-0.33666666666666667,q: 88.75,rV:    50,lV:    70,Camera:0
37110,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax:  0.38,ay:-0.5422222222222223,az:-1.1433333333333333,q:92.875,rV:    50,lV:    70,Camera:0
37117,state:6,Time:14:07:48,Lat:35.55486667,Lng:139.65558500,ax:  0.38,ay:-0.5422222222222223,az:-1.1433333333333333,q:93.3125,rV:    70,lV:    50,Camera:0
37424,state:6,Time:14:07:49,Lat:35.55486667,Lng:139.65558500,ax:0.0044444444444444444,ay:0.7066666666666667,az:0.46111111111111114,q:87.375,rV:    70,lV:    50,Camera:0
37511,state:6,Time:14:07:49,Lat:35.55486667,Lng:139.65558500,ax:-0.8222222222222222,ay:-0.022222222222222223,az:0.6088888888888889,q:83.375,rV:    70,lV:    50,Camera:0
37629,state:6,Time:14:07:49,Lat:35.55486667,Lng:139.65558500,ax:0.005555555555555556,ay:-0.9644444444444444,az:0.2222222222222222,q:78.5625,rV:    70,lV:    50,Camera:0
37718,state:6,Time:14:07:49,Lat:35.55486667,Lng:139.65558500,ax:0.08444444444444445,ay:  0.02,az:0.5677777777777778,q: 76.25,rV:    70,lV:    50,Camera:0
37766,state:6,Time:14:07:49,Lat:35.55486667,Lng:139.65558500,ax:0.4288888888888889,ay: -0.09,az:0.36333333333333334,q:75.3125,rV:    70,lV:    50,Camera:0
37886,state:6,Time:14:07:49,Lat:35.55486667,Lng:139.65558500,ax:0.2644444444444444,ay:0.7033333333333334,az:0.4811111111111111,q:  71.5,rV:    70,lV:    50,Camera:0
37967,state:6,Time:14:07:49,Lat:35.55486667,Lng:139.65558500,ax:-0.6133333333333333,ay:-0.4777777777777778,az:0.8277777777777777,q:68.3125,rV:    70,lV:    50,Camera:0
38079,state:6,Time:14:07:49,Lat:35.55486667,Lng:139.65558500,ax:-0.26555555555555554,ay:0.20222222222222222,az:0.5633333333333334,q: 63.75,rV:    70,lV:    50,Camera:0
38090,state:6,Time:14:07:49,Lat:35.55486667,Lng:139.65558500,ax:0.3233333333333333,ay:0.07666666666666666,az:0.43666666666666665,q: 63.75,rV:    70,lV:    50,Camera:0
38192,state:6,Time:14:07:50,Lat:35.55486833,Lng:139.65558333,ax:0.21222222222222223,ay:0.10777777777777778,az:0.1411111111111111,q:63.1875,rV:    70,lV:    50,Camera:0
38199,state:6,Time:14:07:50,Lat:35.55486833,Lng:139.65558333,ax:0.7711111111111111,ay:0.5377777777777778,az:0.23777777777777778,q:63.1875,rV:    70,lV:    50,Camera:0
38505,state:6,Time:14:07:50,Lat:35.55486833,Lng:139.65558333,ax:-0.2922222222222222,ay:0.5666666666666667,az:0.7466666666666667,q:  50.5,rV:    70,lV:    50,Camera:0
38605,state:6,Time:14:07:50,Lat:35.55486833,Lng:139.65558333,ax:-0.7255555555555555,ay:0.4255555555555556,az:  1.04,q:47.375,rV:    70,lV:    50,Camera:0
38725,state:6,Time:14:07:50,Lat:35.55486833,Lng:139.65558333,ax:0.20333333333333334,ay:0.6455555555555555,az:0.4266666666666667,q:43.6875,rV:    70,lV:    50,Camera:0
38805,state:6,Time:14:07:50,Lat:35.55486833,Lng:139.65558333,ax:-0.29444444444444445,ay:-0.3522222222222222,az:0.4077777777777778,q:41.5625,rV:    70,lV:    50,Camera:0
38857,state:6,Time:14:07:50,Lat:35.55486833,Lng:139.65558333,ax:1.0744444444444445,ay:-0.012222222222222223,az:0.07222222222222222,q:40.9375,rV:    70,lV:    50,Camera:0
38971,state:6,Time:14:07:50,Lat:35.55486833,Lng:139.65558333,ax:-1.0911111111111111,ay:-0.017777777777777778,az:0.9533333333333334,q:  39.0,rV:    70,lV:    50,Camera:0
39055,state:6,Time:14:07:50,Lat:35.55486833,Lng:139.65558333,ax:-0.27444444444444444,ay:0.31222222222222223,az:0.5166666666666667,q:35.8125,rV:    70,lV:    50,Camera:0
39170,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax:-1.1888888888888889,ay:0.5655555555555556,az:   0.9,q:32.6875,rV:    70,lV:    50,Camera:0
39181,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax:-0.5766666666666667,ay:-0.6177777777777778,az:0.9111111111111111,q:32.125,rV:    70,lV:    50,Camera:0
39289,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax:0.5511111111111111,ay:-0.1111111111111111,az:0.8788888888888889,q:25.5625,rV:    70,lV:    50,Camera:0
39296,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax:0.5511111111111111,ay:-0.1111111111111111,az:0.8788888888888889,q: 25.25,rV:    70,lV:    50,Camera:0
39592,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax:  0.18,ay:   0.1,az:0.1111111111111111,q:18.375,rV:    70,lV:    50,Camera:0
39679,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax:0.15666666666666668,ay:-0.12444444444444444,az:0.8577777777777778,q:15.9375,rV:    70,lV:    50,Camera:0
39794,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax: -1.17,ay:0.49777777777777776,az:0.9133333333333333,q:10.6875,rV:    70,lV:    50,Camera:0
39875,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax:-0.7633333333333333,ay:0.7511111111111111,az:1.2144444444444444,q:5.5625,rV:    70,lV:    50,Camera:0
39919,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax:-0.057777777777777775,ay:0.18777777777777777,az:1.0055555555555555,q:   3.0,rV:    70,lV:    50,Camera:0
40036,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax:0.4588888888888889,ay:-0.24666666666666667,az:0.7355555555555555,q:358.125,rV:    70,lV:    50,Camera:0
40119,state:6,Time:14:07:51,Lat:35.55486833,Lng:139.65558333,ax: -0.08,ay:-0.21888888888888888,az:0.6233333333333333,q: 355.0,rV:    70,lV:    50,Camera:0
40236,state:6,Time:14:07:52,Lat:35.55487000,Lng:139.65558167,ax:0.38333333333333336,ay:-0.19777777777777777,az:0.6122222222222222,q:350.3125,rV:    70,lV:    50,Camera:0
40247,state:6,Time:14:07:52,Lat:35.55487000,Lng:139.65558167,ax:-0.5277777777777778,ay:0.36666666666666664,az:0.6844444444444444,q:350.3125,rV:    70,lV:    50,Camera:0
40369,state:6,Time:14:07:52,Lat:35.55487000,Lng:139.65558167,ax:0.04777777777777778,ay:-0.12555555555555556,az:0.5533333333333333,q:345.875,rV:    70,lV:    50,Camera:0
40377,state:6,Time:14:07:52,Lat:35.55487000,Lng:139.65558167,ax:-0.13666666666666666,ay:-0.17888888888888888,az:0.7244444444444444,q:345.375,rV:    70,lV:    50,Camera:0
40685,state:6,Time:14:07:52,Lat:35.55487000,Lng:139.65558167,ax:-0.33111111111111113,ay:-0.15666666666666668,az:0.7055555555555556,q:332.75,rV:    70,lV:    50,Camera:0
40770,state:6,Time:14:07:52,Lat:35.55487000,Lng:139.65558167,ax:1.1066666666666667,ay:  0.57,az:0.7755555555555556,q: 330.0,rV:    70,lV:    50,Camera:0
40883,state:6,Time:14:07:52,Lat:35.55487000,Lng:139.65558167,ax:-0.8711111111111111,ay:1.201111111111111,az:0.5866666666666667,q: 324.5,rV:    70,lV:    50,Camera:0
40965,state:6,Time:14:07:52,Lat:35.55487000,Lng:139.65558167,ax:-0.043333333333333335,ay:  0.36,az:0.21444444444444444,q:322.125,rV:    70,lV:    50,Camera:0
41019,state:6,Time:14:07:52,Lat:35.55487000,Lng:139.65558167,ax:0.36666666666666664,ay:0.4444444444444444,az:0.6155555555555555,q:320.1875,rV:    70,lV:    50,Camera:0
41134,state:6,Time:14:07:52,Lat:35.55487000,Lng:139.65558167,ax:  0.26,ay:  -0.8,az:0.8555555555555555,q:317.375,rV:    70,lV:    50,Camera:0
41220,state:6,Time:14:07:53,Lat:35.55487000,Lng:139.65558167,ax:-0.23444444444444446,ay:0.4577777777777778,az:0.6033333333333334,q: 314.0,rV:    70,lV:    50,Camera:0
41340,state:6,Time:14:07:53,Lat:35.55487000,Lng:139.65558167,ax:-0.11444444444444445,ay: -0.34,az:0.4888888888888889,q:311.625,rV:    70,lV:    50,Camera:0
41350,state:6,Time:14:07:53,Lat:35.55487000,Lng:139.65558167,ax:-0.9222222222222223,ay:0.45555555555555555,az:  0.71,q:311.625,rV:    70,lV:    50,Camera:0
41455,state:6,Time:14:07:53,Lat:35.55487000,Lng:139.65558167,ax:-0.45222222222222225,ay: -0.62,az:1.1411111111111112,q:305.125,rV:    70,lV:    50,Camera:0
41461,state:6,Time:14:07:53,Lat:35.55487000,Lng:139.65558167,ax:-0.45222222222222225,ay: -0.62,az:1.1411111111111112,q:304.625,rV:    60,lV:    60,Camera:0
41750,state:6,Time:14:07:53,Lat:35.55487000,Lng:139.65558167,ax:  0.96,ay:-0.9333333333333333,az:-0.07222222222222222,q:300.8125,rV:    60,lV:    60,Camera:0
41832,state:6,Time:14:07:53,Lat:35.55487000,Lng:139.65558167,ax:1.1033333333333333,ay:0.45111111111111113,az:-0.3888888888888889,q:301.9375,rV:    60,lV:    60,Camera:0
41946,state:6,Time:14:07:53,Lat:35.55487000,Lng:139.65558167,ax:-1.2222222222222223,ay:0.4711111111111111,az:0.37333333333333335,q:301.4375,rV:    60,lV:    60,Camera:0
42027,state:6,Time:14:07:53,Lat:35.55487000,Lng:139.65558167,ax:-1.521111111111111,ay:0.17555555555555555,az:0.11666666666666667,q:300.6875,rV:    60,lV:    60,Camera:0
42078,state:6,Time:14:07:53,Lat:35.55487000,Lng:139.65558167,ax:0.7322222222222222,ay:0.26555555555555554,az:-0.5588888888888889,q:301.6875,rV:    60,lV:    60,Camera:0
42200,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax:0.30444444444444446,ay:-0.02666666666666667,az:-0.09111111111111111,q:304.125,rV:    60,lV:    60,Camera:0
42286,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax:0.9077777777777778,ay:-0.8022222222222222,az:0.057777777777777775,q:303.75,rV:    60,lV:    60,Camera:0
42401,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax:-1.0955555555555556,ay:-0.9155555555555556,az:0.27666666666666667,q:302.125,rV:    60,lV:    60,Camera:0
42409,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax: -1.53,ay:-0.052222222222222225,az:0.26222222222222225,q:301.9375,rV:    60,lV:    60,Camera:0
42515,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax:0.9422222222222222,ay:-0.7333333333333333,az:  0.13,q:301.8125,rV:    60,lV:    60,Camera:0
42523,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax:1.3333333333333333,ay:-1.718888888888889,az:-0.016666666666666666,q:301.9375,rV:    60,lV:    60,Camera:0
42822,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax:-0.28444444444444444,ay:0.9722222222222222,az:0.16666666666666666,q:301.75,rV:    60,lV:    60,Camera:0
42907,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax:-0.42333333333333334,ay:-0.38222222222222224,az:-0.013333333333333334,q:301.4375,rV:    60,lV:    60,Camera:0
43023,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax:1.3288888888888888,ay:-0.12555555555555556,az:-0.6688888888888889,q:303.5625,rV:    60,lV:    60,Camera:0
43095,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax:1.051111111111111,ay:-0.5011111111111111,az:-0.8777777777777778,q:305.625,rV:    60,lV:    60,Camera:0
43150,state:6,Time:14:07:54,Lat:35.55487167,Lng:139.65558167,ax:-0.6522222222222223,ay:0.5744444444444444,az:-0.015555555555555555,q:305.75,rV:    60,lV:    60,Camera:0
43272,state:6,Time:14:07:55,Lat:35.55487333,Lng:139.65558333,ax:0.9955555555555555,ay:-0.4111111111111111,az:0.31444444444444447,q:304.875,rV:    60,lV:    60,Camera:0
43362,state:6,Time:14:07:55,Lat:35.55487333,Lng:139.65558333,ax:0.11333333333333333,ay:-0.21666666666666667,az:-0.06777777777777778,q:303.4375,rV:    60,lV:    60,Camera:0
43477,state:6,Time:14:07:55,Lat:35.55487333,Lng:139.65558333,ax:-0.6144444444444445,ay:0.8355555555555556,az:0.39444444444444443,q:302.0625,rV:    60,lV:    60,Camera:0
43487,state:6,Time:14:07:55,Lat:35.55487333,Lng:139.65558333,ax:-0.2688888888888889,ay:0.025555555555555557,az:0.36666666666666664,q:301.9375,rV:    60,lV:    60,Camera:0
43590,state:6,Time:14:07:55,Lat:35.55487333,Lng:139.65558333,ax:-0.09333333333333334,ay:-0.4622222222222222,az:0.26555555555555554,q:300.4375,rV:    60,lV:    60,Camera:0
43597,state:6,Time:14:07:55,Lat:35.55487333,Lng:139.65558333,ax:-0.09333333333333334,ay:-0.4622222222222222,az:0.26555555555555554,q:300.375,rV:    50,lV:    70,Camera:0
43874,state:6,Time:14:07:55,Lat:35.55487333,Lng:139.65558333,ax:0.10777777777777778,ay:  -0.6,az:-0.7088888888888889,q:307.25,rV:    50,lV:    70,Camera:0
43954,state:6,Time:14:07:55,Lat:35.55487333,Lng:139.65558333,ax:0.9222222222222223,ay:-0.6877777777777778,az: -0.86,q:310.875,rV:    50,lV:    70,Camera:0
44065,state:6,Time:14:07:55,Lat:35.55487333,Lng:139.65558333,ax:-0.07888888888888888,ay:-0.39444444444444443,az: -0.41,q:315.375,rV:    50,lV:    70,Camera:0
44141,state:6,Time:14:07:55,Lat:35.55487333,Lng:139.65558333,ax:0.6488888888888888,ay:-0.07888888888888888,az:-1.1455555555555557,q:319.4375,rV:    50,lV:    70,Camera:0
44194,state:6,Time:14:07:56,Lat:35.55487500,Lng:139.65558333,ax:-0.41888888888888887,ay:0.03222222222222222,az:-0.4411111111111111,q:321.25,rV:    50,lV:    70,Camera:0
44317,state:6,Time:14:07:56,Lat:35.55487500,Lng:139.65558333,ax:-0.08666666666666667,ay:0.13333333333333333,az:-0.6555555555555556,q:326.875,rV:    50,lV:    70,Camera:0
44404,state:6,Time:14:07:56,Lat:35.55487500,Lng:139.65558333,ax:-0.2677777777777778,ay:-0.25333333333333335,az:-0.15888888888888889,q:328.8125,rV:    50,lV:    70,Camera:0
44518,state:6,Time:14:07:56,Lat:35.55487500,Lng:139.65558333,ax:0.14222222222222222,ay:0.06444444444444444,az:-0.8188888888888889,q:332.5625,rV:    50,lV:    70,Camera:0
44527,state:6,Time:14:07:56,Lat:35.55487500,Lng:139.65558333,ax:0.14222222222222222,ay:0.06444444444444444,az:-0.8188888888888889,q: 333.0,rV:    50,lV:    70,Camera:0
