5810,state:4,Time:13:45:37,Lat:35.55491500,Lng:139.65560667,ax:-0.0033333333333333335,ay:0.0022222222222222222,az:0.0044444444444444444,q:   0.0,rV:     0,lV:     0,Camera:captured!
30804,state:6,Time:13:46:02,Lat:35.55494000,Lng:139.65560500,ax:1.2577777777777779,ay:-0.7111111111111111,az:0.3522222222222222,q:165.0625,rV:    60,lV:    60,Camera:0
30855,state:6,Time:13:46:02,Lat:35.55494000,Lng:139.65560500,ax:-0.5977777777777777,ay:0.44222222222222224,az:0.6933333333333334,q:163.1875,rV:    60,lV:    60,Camera:0
30980,state:6,Time:13:46:02,Lat:35.55494000,Lng:139.65560500,ax:1.1422222222222222,ay:-0.40555555555555556,az:-0.6666666666666666,q:161.75,rV:    60,lV:    60,Camera:0
31020,state:6,Time:13:46:02,Lat:35.55494000,Lng:139.65560500,ax:-0.14333333333333334,ay:0.5233333333333333,az:0.3977777777777778,q:160.75,rV:    60,lV:    60,Camera:0
31112,state:6,Time:13:46:02,Lat:35.55494000,Lng:139.65560500,ax:  0.29,ay:-0.8444444444444444,az:-0.13666666666666666,q:160.625,rV:    60,lV:    60,Camera:0
31186,state:6,Time:13:46:02,Lat:35.55494000,Lng:139.65560500,ax:0.13444444444444445,ay:-1.021111111111111,az:0.058888888888888886,q:161.0625,rV:    60,lV:    60,Camera:0
31199,state:6,Time:13:46:02,Lat:35.55494000,Lng:139.65560500,ax:0.46111111111111114,ay:-0.9822222222222222,az:0.21333333333333335,q:160.875,rV:    60,lV:    60,Camera:0
31302,state:6,Time:13:46:02,Lat:35.55494000,Lng:139.65560500,ax:-0.5288888888888889,ay:0.38666666666666666,az:-0.31777777777777777,q:161.8125,rV:    60,lV:    60,Camera:0
31309,state:6,Time:13:46:02,Lat:35.55494000,Lng:139.65560500,ax:-0.5288888888888889,ay:0.38666666666666666,az:-0.31777777777777777,q:161.8125,rV:    60,lV:    60,Camera:0
31619,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax: -0.93,ay:0.17777777777777778,az:0.45444444444444443,q:163.25,rV:    60,lV:    60,Camera:0
31753,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax:  1.38,ay: -0.38,az:-0.31222222222222223,q:163.3125,rV:    60,lV:    60,Camera:0
31837,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax:0.17333333333333334,ay:0.12333333333333334,az:0.4822222222222222,q:163.875,rV:    60,lV:    60,Camera:0
31890,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax:-0.9677777777777777,ay:-0.29888888888888887,az:0.1688888888888889,q: 162.5,rV:    60,lV:    60,Camera:0
32015,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax:0.2222222222222222,ay:-0.21888888888888888,az:0.21333333333333335,q:161.6875,rV:    60,lV:    60,Camera:0
32059,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax:-0.08222222222222222,ay:0.19666666666666666,az:0.22777777777777777,q:160.8125,rV:    60,lV:    60,Camera:0
32148,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax:0.7588888888888888,ay: -0.43,az:0.012222222222222223,q:159.9375,rV:    60,lV:    60,Camera:0
32227,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax:1.1411111111111112,ay:0.10666666666666667,az:-0.06444444444444444,q:160.1875,rV:    60,lV:    60,Camera:0
32238,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax:1.0766666666666667,ay:   0.2,az:0.03666666666666667,q:160.1875,rV:    60,lV:    60,Camera:0
32338,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax:-0.5344444444444445,ay:0.43444444444444447,az:0.24888888888888888,q:159.0625,rV:    60,lV:    60,Camera:0
32345,state:6,Time:13:46:03,Lat:35.55494000,Lng:139.65560500,ax:-1.4277777777777778,ay:0.36333333333333334,az:0.3211111111111111,q:158.875,rV:    60,lV:    60,Camera:0
32663,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax: -0.72,ay:-0.0077777777777777776,az:0.021111111111111112,q:160.125,rV:    60,lV:    60,Camera:0
32778,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax:0.45555555555555555,ay:-1.1455555555555557,az:0.2388888888888889,q:159.1875,rV:    60,lV:    60,Camera:0
32863,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax:  0.82,ay:  0.07,az:-0.06777777777777778,q:158.375,rV:    60,lV:    60,Camera:0
32909,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax:-1.4244444444444444,ay:1.0733333333333333,az:0.43777777777777777,q:157.5625,rV:    60,lV:    60,Camera:0
33031,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax:1.1144444444444443,ay:-0.6711111111111111,az:  0.02,q:157.125,rV:    60,lV:    60,Camera:0
33081,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax:-0.4122222222222222,ay:0.38555555555555554,az:0.3322222222222222,q:156.1875,rV:    60,lV:    60,Camera:0
33171,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax:1.1366666666666667,ay:0.15222222222222223,az:-0.5211111111111111,q:157.5625,rV:    60,lV:    60,Camera:0
33252,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax:1.7466666666666666,ay:-0.7022222222222222,az:-0.04888888888888889,q:157.3125,rV:    60,lV:    60,Camera:0
33264,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax:  1.49,ay:-0.6022222222222222,az:0.04111111111111111,q:157.3125,rV:    60,lV:    60,Camera:0
33363,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax:-0.5733333333333334,ay:  0.52,az:0.28555555555555556,q:155.875,rV:    60,lV:    60,Camera:0
33369,state:6,Time:13:46:04,Lat:35.55494167,Lng:139.65560667,ax: -0.91,ay:0.6455555555555555,az:0.2511111111111111,q:155.75,rV:    60,lV:    60,Camera:0
33677,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax: -0.38,ay:-0.08222222222222222,az:  0.18,q:156.25,rV:    60,lV:    60,Camera:0
33789,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax:-0.9688888888888889,ay:0.24333333333333335,az:-0.13777777777777778,q:156.1875,rV:    60,lV:    60,Camera:0
33876,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax:0.2688888888888889,ay:-0.6722222222222223,az:  0.12,q: 156.0,rV:    60,lV:    60,Camera:0
33931,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax:-0.5566666666666666,ay:-0.06222222222222222,az:0.17888888888888888,q:155.625,rV:    60,lV:    60,Camera:0
34048,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax:0.8166666666666667,ay: -0.26,az:-0.06888888888888889,q:154.5625,rV:    60,lV:    60,Camera:0
34090,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax:-0.8522222222222222,ay:-1.0466666666666666,az:  0.54,q:153.6875,rV:    60,lV:    60,Camera:0
34182,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax:1.3355555555555556,ay:-1.0888888888888888,az:  -0.3,q:154.1875,rV:    60,lV:    60,Camera:0
34264,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax:1.3166666666666667,ay:-0.7611111111111111,az:-0.3933333333333333,q:155.0625,rV:    60,lV:    60,Camera:0
34272,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax:1.2722222222222221,ay:-0.3877777777777778,az:-0.18444444444444444,q:155.1875,rV:    60,lV:    60,Camera:0
34370,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax:   0.0,ay:0.5677777777777778,az: -0.12,q: 155.5,rV:    60,lV:    60,Camera:0
34377,state:6,Time:13:46:05,Lat:35.55494333,Lng:139.65560667,ax:-0.9966666666666667,ay:0.49777777777777776,az:0.028888888888888888,q: 155.5,rV:    70,lV:    50,Camera:0
34671,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:-0.45666666666666667,ay: -0.68,az:0.9788888888888889,q: 145.0,rV:    70,lV:    50,Camera:0
34784,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:0.7122222222222222,ay:0.2733333333333333,az:0.3711111111111111,q:141.25,rV:    70,lV:    50,Camera:0
34875,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:-0.16777777777777778,ay:-0.057777777777777775,az:0.9188888888888889,q:137.1875,rV:    70,lV:    50,Camera:0
34926,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:-0.15333333333333332,ay:-0.3188888888888889,az:  0.88,q:135.0625,rV:    70,lV:    50,Camera:0
35043,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:0.6755555555555556,ay:-0.3622222222222222,az:0.5222222222222223,q:131.3125,rV:    70,lV:    50,Camera:0
35088,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:-0.38555555555555554,ay:0.10666666666666667,az:0.8733333333333333,q:129.3125,rV:    70,lV:    50,Camera:0
35178,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:  0.63,ay:0.26555555555555554,az:0.36333333333333334,q:126.75,rV:    70,lV:    50,Camera:0
35259,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:1.0988888888888888,ay:-0.042222222222222223,az:0.6066666666666667,q:124.4375,rV:    70,lV:    50,Camera:0
35270,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:-0.3477777777777778,ay:0.2677777777777778,az:0.8266666666666667,q: 124.0,rV:    70,lV:    50,Camera:0
35366,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:-0.5866666666666667,ay:0.7433333333333333,az:0.5233333333333333,q:119.8125,rV:    70,lV:    50,Camera:0
35373,state:6,Time:13:46:06,Lat:35.55494333,Lng:139.65560667,ax:-0.5866666666666667,ay:0.7433333333333333,az:0.5233333333333333,q:119.625,rV:    50,lV:    70,Camera:0
35683,state:6,Time:13:46:07,Lat:35.55494500,Lng:139.65560833,ax:-0.3411111111111111,ay:0.7188888888888889,az:-0.5177777777777778,q:126.875,rV:    50,lV:    70,Camera:0
35804,state:6,Time:13:46:07,Lat:35.55494500,Lng:139.65560833,ax: -0.36,ay:-0.3088888888888889,az:-0.6466666666666666,q:130.8125,rV:    50,lV:    70,Camera:0
35893,state:6,Time:13:46:07,Lat:35.55494500,Lng:139.65560833,ax:0.2288888888888889,ay:-0.057777777777777775,az:-0.5255555555555556,q:133.75,rV:    50,lV:    70,Camera:0
35955,state:6,Time:13:46:07,Lat:35.55494500,Lng:139.65560833,ax:-0.3111111111111111,ay:0.40444444444444444,az:-0.31666666666666665,q:135.4375,rV:    50,lV:    70,Camera:0
36075,state:6,Time:13:46:07,Lat:35.55494500,Lng:139.65560833,ax:-0.19777777777777777,ay:-0.5288888888888889,az:-0.7544444444444445,q:139.25,rV:    50,lV:    70,Camera:0
36128,state:6,Time:13:46:07,Lat:35.55494500,Lng:139.65560833,ax:-0.4477777777777778,ay:  0.14,az: -0.32,q:140.8125,rV:    50,lV:    70,Camera:0
36216,state:6,Time:13:46:07,Lat:35.55494500,Lng:139.65560833,ax:-0.7911111111111111,ay:0.6811111111111111,az:-0.10222222222222223,q:143.0625,rV:    50,lV:    70,Camera:0
36297,state:6,Time:13:46:07,Lat:35.55494500,Lng:139.65560833,ax:-0.012222222222222223,ay:-0.028888888888888888,az:-0.5644444444444444,q:145.375,rV:    50,lV:    70,Camera:0
36342,state:6,Time:13:46:07,Lat:35.55494500,Lng:139.65560833,ax: -0.47,ay:-0.12666666666666668,az:-0.5155555555555555,q:146.75,rV:    50,lV:    70,Camera:0
36451,state:6,Time:13:46:07,Lat:35.55494500,Lng:139.65560833,ax:  0.28,ay:0.4011111111111111,az:-0.8177777777777778,q:150.3125,rV:    50,lV:    70,Camera:0
36460,state:6,Time:13:46:08,Lat:35.55494500,Lng:139.65560833,ax:0.14444444444444443,ay:0.9533333333333334,az:-0.6844444444444444,q:150.6875,rV:    70,lV:    50,Camera:0
36763,state:6,Time:13:46:08,Lat:35.55494500,Lng:139.65560833,ax:0.44666666666666666,ay:-0.8944444444444445,az:0.8988888888888888,q:145.125,rV:    70,lV:    50,Camera:0
36885,state:6,Time:13:46:08,Lat:35.55494500,Lng:139.65560833,ax:0.022222222222222223,ay:-0.24222222222222223,az:0.26555555555555554,q:141.0625,rV:    70,lV:    50,Camera:0
36972,state:6,Time:13:46:08,Lat:35.55494500,Lng:139.65560833,ax:0.9533333333333334,ay:0.017777777777777778,az:0.5377777777777778,q:139.375,rV:    70,lV:    50,Camera:0
37019,state:6,Time:13:46:08,Lat:35.55494500,Lng:139.65560833,ax:-0.8455555555555555,ay:-0.08555555555555555,az:0.8733333333333333,q:137.4375,rV:    70,lV:    50,Camera:0
37136,state:6,Time:13:46:08,Lat:35.55494500,Lng:139.65560833,ax:  0.33,ay: -0.39,az:  0.34,q:133.4375,rV:    70,lV:    50,Camera:0
37177,state:6,Time:13:46:08,Lat:35.55494500,Lng:139.65560833,ax:0.3111111111111111,ay:   0.3,az:0.47888888888888886,q:132.3125,rV:    70,lV:    50,Camera:0
37270,state:6,Time:13:46:08,Lat:35.55494500,Lng:139.65560833,ax:0.09777777777777778,ay:-1.1277777777777778,az:0.5944444444444444,q:129.5625,rV:    70,lV:    50,Camera:0
37354,state:6,Time:13:46:08,Lat:35.55494500,Lng:139.65560833,ax:-0.5166666666666667,ay:-0.4033333333333333,az:  0.83,q:126.9375,rV:    70,lV:    50,Camera:0
37365,state:6,Time:13:46:08,Lat:35.55494500,Lng:139.65560833,ax:-0.7055555555555556,ay:  0.41,az:0.8088888888888889,q: 126.5,rV:    70,lV:    50,Camera:0
37486,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:-0.12111111111111111,ay:-0.29333333333333333,az:   0.7,q:121.75,rV:    70,lV:    50,Camera:0
37494,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:-0.16777777777777778,ay:0.20444444444444446,az:0.5833333333333334,q:121.375,rV:    70,lV:    50,Camera:0
37808,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:0.18555555555555556,ay:0.043333333333333335,az:0.6633333333333333,q:105.75,rV:    70,lV:    50,Camera:0
37931,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:0.05555555555555555,ay:0.16777777777777778,az:  0.45,q:102.1875,rV:    70,lV:    50,Camera:0
38020,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:-0.26222222222222225,ay:-0.16555555555555557,az:0.5733333333333334,q:98.625,rV:    70,lV:    50,Camera:0
38064,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:0.24444444444444444,ay:-0.20222222222222222,az:  0.41,q:97.375,rV:    70,lV:    50,Camera:0
38179,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:0.17666666666666667,ay: -0.27,az:0.7622222222222222,q:93.9375,rV:    70,lV:    50,Camera:0
38228,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:0.17555555555555555,ay:0.15444444444444444,az:0.9711111111111111,q:91.125,rV:    70,lV:    50,Camera:0
38319,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:-0.6511111111111111,ay:0.4711111111111111,az:0.9533333333333334,q:85.8125,rV:    70,lV:    50,Camera:0
38410,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:-0.5311111111111111,ay:0.1511111111111111,az:0.9733333333333334,q:81.625,rV:    70,lV:    50,Camera:0
38421,state:6,Time:13:46:09,Lat:35.55494667,Lng:139.65561000,ax:-0.017777777777777778,ay:-0.17222222222222222,az:0.8066666666666666,q:80.8125,rV:    70,lV:    50,Camera:0
