-123.483,-49.82,-137.912,-117.076,-188.259,-105.548,-100.384,-105.548
-123.483,-49.82,-137.912,-117.076,-188.259,-105.548,-100.384,-105.548
-123.483,-49.82,-137.912,-117.076,-188.259,-105.548,-100.384,-105.548
-123.483,-49.82,-137.912,-117.076,-188.259,-105.548,-100.384,-105.548
-123.483,-49.82,-137.912,-117.076,-188.259,-105.548,-100.384,-105.548
-123.483,-49.82,-137.912,-117.076,-188.259,-105.548,-100.384,-105.548
-123.483,-49.82,-137.912,-117.076,-188.259,-105.548,-100.384,-105.548
-123.483,-49.82,-137.912,-117.076,-188.259,-105.548,-100.384,-105.548
-123.483,-49.82,-137.912,-117.076,-188.259,-105.548,-100.384,-105.548
-123.483,-49.82,-137.912,-117.076,-188.259,-105.548,-100.384,-105.548
-123.483,-49.82,-137.912,-117.608,-190.872,-133.213,-107.574,-105.548
-123.483,-49.82,-137.912,-117.608,-190.872,-133.213,-107.574,-105.548
-123.483,-49.82,-137.912,-117.608,-190.872,-133.213,-107.574,-105.548
-123.483,-49.82,-137.912,-117.608,-190.872,-133.213,-107.574,-105.548
-123.483,-49.82,-137.912,-117.608,-190.872,-133.213,-107.574,-105.548
-123.483,-49.82,-137.912,-117.608,-190.872,-133.213,-107.574,-105.548
-123.483,-49.82,-137.912,-117.608,-190.872,-133.213,-107.574,-105.548
-123.483,-49.82,-137.912,-117.608,-190.872,-133.213,-107.574,-105.548
-123.483,-49.82,-137.912,-117.608,-190.872,-133.213,-107.574,-105.548
-123.483,-49.82,-137.912,-117.608,-190.872,-133.213,-107.574,-105.548
-123.483,-49.82,-137.912,-122.396,-142.816,-159.727,-112.413,-105.548
-123.483,-49.82,-137.912,-122.396,-142.816,-159.727,-112.413,-105.548
-123.483,-49.82,-137.912,-122.396,-142.816,-159.727,-112.413,-105.548
-123.483,-49.82,-137.912,-122.396,-142.816,-159.727,-112.413,-105.548
-123.483,-49.82,-137.912,-122.396,-142.816,-159.727,-112.413,-105.548
-123.483,-49.82,-137.912,-122.396,-142.816,-159.727,-112.413,-105.548
-123.483,-49.82,-137.912,-122.396,-142.816,-159.727,-112.413,-105.548
-123.483,-49.82,-137.912,-122.396,-142.816,-159.727,-112.413,-105.548
-123.483,-49.82,-137.912,-122.396,-142.816,-159.727,-112.413,-105.548
-123.483,-49.82,-137.912,-122.396,-142.816,-159.727,-112.413,-105.548
-123.483,-49.82,-137.912,-124.987,-180.508,-150.428,-116.138,-105.548
-123.483,-49.82,-137.912,-124.987,-180.508,-150.428,-116.138,-105.548
-123.483,-49.82,-137.912,-124.987,-180.508,-150.428,-116.138,-105.548
-123.483,-49.82,-137.912,-124.987,-180.508,-150.428,-116.138,-105.548
-123.483,-49.82,-137.912,-124.987,-180.508,-150.428,-116.138,-105.548
-123.483,-49.82,-137.912,-124.987,-180.508,-150.428,-116.138,-105.548
-123.483,-49.82,-137.912,-124.987,-180.508,-150.428,-116.138,-105.548
-123.483,-49.82,-137.912,-124.987,-180.508,-150.428,-116.138,-105.548
-123.483,-49.82,-137.912,-124.987,-180.508,-150.428,-116.138,-105.548
-123.483,-49.82,-137.912,-124.987,-180.508,-150.428,-116.138,-105.548
-123.483,-49.82,-137.912,-248.695,-236.727,235.868,-25.306,235.868
-123.483,-49.82,-137.912,-248.695,-236.727,235.868,-25.306,235.868
-123.483,-49.82,-137.912,-248.695,-236.727,235.868,-25.306,235.868
-123.483,-49.82,-137.912,-248.695,-236.727,235.868,-25.306,235.868
-123.483,-49.82,-137.912,-248.695,-236.727,235.868,-25.306,235.868
-123.483,-49.82,-137.912,-248.695,-236.727,235.868,-25.306,235.868
-123.483,-49.82,-137.912,-248.695,-236.727,235.868,-25.306,235.868
-123.483,-49.82,-137.912,-248.695,-236.727,235.868,-25.306,235.868
-123.483,-49.82,-137.912,-248.695,-236.727,235.868,-25.306,235.868
-123.483,-49.82,-137.912,-248.695,-236.727,235.868,-25.306,235.868
-123.483,-49.82,-137.912,-261.357,-193.408,-162.82,-41.724,235.868
-123.483,-49.82,-137.912,-261.357,-193.408,-162.82,-41.724,235.868
-123.483,-49.82,-137.912,-261.357,-193.408,-162.82,-41.724,235.868
-123.483,-49.82,-137.912,-261.357,-193.408,-162.82,-41.724,235.868
-123.483,-49.82,-137.912,-261.357,-193.408,-162.82,-41.724,235.868
-123.483,-49.82,-137.912,-261.357,-193.408,-162.82,-41.724,235.868
-123.483,-49.82,-137.912,-261.357,-193.408,-162.82,-41.724,235.868
-123.483,-49.82,-137.912,-261.357,-193.408,-162.82,-41.724,235.868
-123.483,-49.82,-137.912,-261.357,-193.408,-162.82,-41.724,235.868
-123.483,-49.82,-137.912,-261.357,-193.408,-162.82,-41.724,235.868
-123.483,-49.82,-137.912,-270.508,-194.43,-150.944,-53.91,235.868
-123.483,-49.82,-137.912,-270.508,-194.43,-150.944,-53.91,235.868
-123.483,-49.82,-137.912,-270.508,-194.43,-150.944,-53.91,235.868
-123.483,-49.82,-137.912,-270.508,-194.43,-150.944,-53.91,235.868
-123.483,-49.82,-137.912,-270.508,-194.43,-150.944,-53.91,235.868
