5792,state:4,Time:13:38:43,Lat:35.55494500,Lng:139.65563167,ax:   0.0,ay:0.0011111111111111111,az:0.0011111111111111111,q:359.9375,rV:     0,lV:     0,Camera:captured!
30588,state:6,Time:13:39:07,Lat:35.55490500,Lng:139.65558333,ax:-0.5911111111111111,ay:4.501111111111111,az:  0.34,q: 339.5,rV:    70,lV:    50,Camera:0
30670,state:6,Time:13:39:07,Lat:35.55490500,Lng:139.65558333,ax:0.20444444444444446,ay:5.046666666666667,az:-1.1144444444444443,q:326.1875,rV:    70,lV:    50,Camera:0
30720,state:6,Time:13:39:07,Lat:35.55490500,Lng:139.65558333,ax:-0.1688888888888889,ay:-1.4655555555555555,az:-1.1111111111111112,q:324.75,rV:    70,lV:    50,Camera:0
30775,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:0.8577777777777778,ay:  1.87,az:-0.18555555555555556,q:325.6875,rV:    70,lV:    50,Camera:0
30787,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:1.9533333333333334,ay:0.4577777777777778,az:-0.11333333333333333,q:325.4375,rV:    70,lV:    50,Camera:0
30896,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:   0.3,ay:-0.021111111111111112,az:0.7577777777777778,q:318.5625,rV:    70,lV:    50,Camera:0
30905,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:-0.1322222222222222,ay:  0.19,az:  0.66,q:318.5625,rV:    60,lV:    60,Camera:0
31212,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:1.5422222222222222,ay: -0.47,az:-0.0022222222222222222,q: 316.0,rV:    60,lV:    60,Camera:0
31323,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:-1.9188888888888889,ay:0.8533333333333334,az:1.8677777777777778,q:303.6875,rV:    60,lV:    60,Camera:0
31433,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:-3.4588888888888887,ay:  2.54,az:1.1777777777777778,q:297.5625,rV:    60,lV:    60,Camera:0
31512,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:-1.9166666666666667,ay:-0.2911111111111111,az:-0.5177777777777778,q:298.0625,rV:    60,lV:    60,Camera:0
31593,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:0.5688888888888889,ay:-6.582222222222223,az:0.21444444444444444,q:308.375,rV:    60,lV:    60,Camera:0
31680,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:  1.13,ay:-2.6766666666666667,az:0.17666666666666667,q:311.4375,rV:    60,lV:    60,Camera:0
31730,state:6,Time:13:39:08,Lat:35.55490333,Lng:139.65558167,ax:0.4588888888888889,ay:-1.3666666666666667,az:-0.6855555555555556,q:315.375,rV:    60,lV:    60,Camera:0
31780,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:0.3211111111111111,ay:-1.768888888888889,az:-1.3022222222222222,q:317.9375,rV:    60,lV:    60,Camera:0
31791,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:0.8977777777777778,ay:-1.501111111111111,az:-1.7277777777777779,q:319.25,rV:    60,lV:    60,Camera:0
31891,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:1.9211111111111112,ay:-0.017777777777777778,az:-2.9633333333333334,q:330.4375,rV:    60,lV:    60,Camera:0
31897,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:1.9211111111111112,ay:-0.017777777777777778,az:-2.9633333333333334,q: 331.5,rV:    60,lV:    60,Camera:0
32214,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:1.0655555555555556,ay:  3.31,az:-1.6444444444444444,q:318.125,rV:    60,lV:    60,Camera:0
32328,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:0.7677777777777778,ay:  3.55,az:-1.461111111111111,q:287.25,rV:    60,lV:    60,Camera:0
32437,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:0.5911111111111111,ay:3.4155555555555557,az:-1.0866666666666667,q:251.4375,rV:    60,lV:    60,Camera:0
32515,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:0.9677777777777777,ay:2.4611111111111112,az:-0.13111111111111112,q:228.0625,rV:    60,lV:    60,Camera:0
32593,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:0.7766666666666666,ay:2.0866666666666664,az:  0.27,q:203.3125,rV:    60,lV:    60,Camera:0
32669,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:0.9488888888888889,ay:  1.59,az:0.7766666666666666,q:186.375,rV:    60,lV:    60,Camera:0
32720,state:6,Time:13:39:09,Lat:35.55490167,Lng:139.65557833,ax:1.7633333333333334,ay:1.798888888888889,az:1.2344444444444445,q:168.5625,rV:    60,lV:    60,Camera:0
32780,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:1.3466666666666667,ay:0.8277777777777777,az:1.9633333333333334,q:151.625,rV:    60,lV:    60,Camera:0
32790,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:1.2155555555555555,ay:0.7233333333333334,az:2.0544444444444445,q:149.0625,rV:    60,lV:    60,Camera:0
32888,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:1.6155555555555556,ay:-1.5611111111111111,az:0.9855555555555555,q:120.875,rV:    60,lV:    60,Camera:0
32898,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:2.397777777777778,ay:-0.4922222222222222,az:0.9577777777777777,q:117.625,rV:    60,lV:    60,Camera:0
33203,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:35.303333333333335,ay: -2.44,az:-0.22666666666666666,q:98.8125,rV:    60,lV:    60,Camera:0
33312,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:-0.6966666666666667,ay:-2.517777777777778,az:0.15888888888888889,q:97.875,rV:    60,lV:    60,Camera:0
33418,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:-0.04666666666666667,ay:-3.296666666666667,az:-0.4677777777777778,q:99.4375,rV:    60,lV:    60,Camera:0
33495,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:-0.16555555555555557,ay:2.8155555555555556,az:-0.47888888888888886,q: 97.25,rV:    60,lV:    60,Camera:0
33571,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:0.21444444444444444,ay:3.741111111111111,az:0.15555555555555556,q:96.4375,rV:    60,lV:    60,Camera:0
33651,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:-0.2388888888888889,ay:  2.34,az:0.08777777777777777,q:98.0625,rV:    60,lV:    60,Camera:0
33703,state:6,Time:13:39:10,Lat:35.55490167,Lng:139.65557500,ax:1.1544444444444444,ay:3.7244444444444444,az:-0.5333333333333333,q:95.5625,rV:    60,lV:    60,Camera:0
33760,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:0.8788888888888889,ay:2.408888888888889,az:-0.5866666666666667,q:93.5625,rV:    60,lV:    60,Camera:0
33771,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:1.068888888888889,ay:1.8855555555555557,az: -0.66,q:92.9375,rV:    60,lV:    60,Camera:0
33871,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:1.3733333333333333,ay:3.9144444444444444,az:-0.47333333333333333,q:  84.0,rV:    60,lV:    60,Camera:0
33878,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:1.3266666666666667,ay:3.9055555555555554,az:0.035555555555555556,q:83.0625,rV:    60,lV:    60,Camera:0
34184,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:0.6011111111111112,ay:1.3633333333333333,az:0.035555555555555556,q:78.375,rV:    60,lV:    60,Camera:0
34296,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:0.6233333333333333,ay:  0.81,az:0.2611111111111111,q: 78.75,rV:    60,lV:    60,Camera:0
34402,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:-1.0144444444444445,ay:1.1111111111111112,az:0.10777777777777778,q:78.625,rV:    60,lV:    60,Camera:0
34481,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:-0.14222222222222222,ay:-2.9833333333333334,az:0.10666666666666667,q:79.0625,rV:    60,lV:    60,Camera:0
34565,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:-0.8288888888888889,ay:0.43666666666666665,az:0.5544444444444444,q:78.875,rV:    60,lV:    60,Camera:0
34643,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:0.9766666666666667,ay:  0.49,az:-0.43333333333333335,q:78.125,rV:    60,lV:    60,Camera:0
34685,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:1.1766666666666667,ay:-2.861111111111111,az:-0.4588888888888889,q:79.5625,rV:    60,lV:    60,Camera:0
34734,state:6,Time:13:39:11,Lat:35.55490000,Lng:139.65557167,ax:-0.3233333333333333,ay:-0.08777777777777777,az: -0.58,q:80.5625,rV:    60,lV:    60,Camera:0
34754,state:6,Time:13:39:12,Lat:35.55490000,Lng:139.65556833,ax:  0.73,ay:0.5488888888888889,az:-0.38222222222222224,q: 80.75,rV:    60,lV:    60,Camera:0
34858,state:6,Time:13:39:12,Lat:35.55490000,Lng:139.65556833,ax:0.06555555555555556,ay:2.2111111111111112,az:-0.47333333333333333,q:80.625,rV:    60,lV:    60,Camera:0
34866,state:6,Time:13:39:12,Lat:35.55490000,Lng:139.65556833,ax:0.28888888888888886,ay:0.7122222222222222,az: -0.18,q:80.625,rV:    60,lV:    60,Camera:0
35230,state:6,Time:13:39:12,Lat:35.55490000,Lng:139.65556833,ax:-1.9655555555555555,ay:-1.5366666666666666,az:7.177777777777778,q:356.0625,rV:    60,lV:    60,Camera:0
35342,state:6,Time:13:39:12,Lat:35.55490000,Lng:139.65556833,ax:  0.07,ay:-2.0122222222222224,az:3.6444444444444444,q:324.8125,rV:    60,lV:    60,Camera:0
35453,state:6,Time:13:39:12,Lat:35.55490000,Lng:139.65556833,ax:-0.5088888888888888,ay:-0.8633333333333333,az:0.7911111111111111,q:309.4375,rV:    60,lV:    60,Camera:0
35537,state:6,Time:13:39:12,Lat:35.55490000,Lng:139.65556833,ax:  0.91,ay:0.40555555555555556,az: -0.66,q:308.125,rV:    60,lV:    60,Camera:0
35619,state:6,Time:13:39:12,Lat:35.55490000,Lng:139.65556833,ax:   0.6,ay: -1.54,az:1.6311111111111112,q:306.1875,rV:    60,lV:    60,Camera:0
35701,state:6,Time:13:39:12,Lat:35.55490000,Lng:139.65556833,ax:-0.4588888888888889,ay:3.3233333333333333,az:0.1711111111111111,q:304.3125,rV:    60,lV:    60,Camera:0
35770,state:6,Time:13:39:13,Lat:35.55490000,Lng:139.65556667,ax: -0.23,ay:5.2811111111111115,az:0.07222222222222222,q:304.1875,rV:    60,lV:    60,Camera:0
35832,state:6,Time:13:39:13,Lat:35.55490000,Lng:139.65556667,ax:-0.05333333333333334,ay:1.1955555555555555,az:-1.3944444444444444,q:306.25,rV:    60,lV:    60,Camera:0
35843,state:6,Time:13:39:13,Lat:35.55490000,Lng:139.65556667,ax: -0.13,ay:1.501111111111111,az:-1.3911111111111112,q:307.0625,rV:    60,lV:    60,Camera:0
35948,state:6,Time:13:39:13,Lat:35.55490000,Lng:139.65556667,ax:-0.1622222222222222,ay:1.3277777777777777,az:-0.6833333333333333,q:310.125,rV:    60,lV:    60,Camera:0
35958,state:6,Time:13:39:13,Lat:35.55490000,Lng:139.65556667,ax:-0.25666666666666665,ay:-0.1411111111111111,az:-0.6822222222222222,q:310.75,rV:    70,lV:    50,Camera:0
36277,state:6,Time:13:39:13,Lat:35.55490000,Lng:139.65556667,ax:0.7177777777777777,ay:0.06555555555555556,az:0.4711111111111111,q:302.8125,rV:    70,lV:    50,Camera:0
36387,state:6,Time:13:39:13,Lat:35.55490000,Lng:139.65556667,ax:-0.2866666666666667,ay:-1.1266666666666667,az:0.5866666666666667,q:299.25,rV:    70,lV:    50,Camera:0
36498,state:6,Time:13:39:13,Lat:35.55490000,Lng:139.65556667,ax:0.7511111111111111,ay:-0.06333333333333334,az:1.1611111111111112,q:294.0625,rV:    70,lV:    50,Camera:0
36580,state:6,Time:13:39:13,Lat:35.55490000,Lng:139.65556667,ax:0.2777777777777778,ay:-0.3522222222222222,az:0.6244444444444445,q:290.75,rV:    70,lV:    50,Camera:0
36661,state:6,Time:13:39:13,Lat:35.55490000,Lng:139.65556667,ax:-0.20333333333333334,ay:-0.9377777777777778,az:0.25555555555555554,q:288.4375,rV:    70,lV:    50,Camera:0
36747,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:-1.2633333333333334,ay:-0.6444444444444445,az:0.8844444444444445,q:285.6875,rV:    70,lV:    50,Camera:0
36796,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:  0.35,ay:-0.37333333333333335,az:0.8944444444444445,q:283.0625,rV:    70,lV:    50,Camera:0
36848,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:  0.33,ay:0.4666666666666667,az:0.49444444444444446,q:280.875,rV:    70,lV:    50,Camera:0
36862,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:0.5566666666666666,ay:-0.30777777777777776,az:0.5977777777777777,q:280.1875,rV:    70,lV:    50,Camera:0
36971,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:0.20222222222222222,ay:-0.32555555555555554,az:0.7522222222222222,q:275.9375,rV:    70,lV:    50,Camera:0
36979,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:0.45555555555555555,ay:0.24555555555555555,az:0.7777777777777778,q:275.5625,rV:    60,lV:    60,Camera:0
37293,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:0.5155555555555555,ay:0.17888888888888888,az: -0.35,q:272.3125,rV:    60,lV:    60,Camera:0
37401,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:0.4922222222222222,ay: -0.58,az:-0.06111111111111111,q:272.3125,rV:    60,lV:    60,Camera:0
37511,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:-0.8388888888888889,ay:  0.59,az:0.33111111111111113,q:270.875,rV:    60,lV:    60,Camera:0
37590,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:-0.8477777777777777,ay:  0.81,az:0.42444444444444446,q:270.25,rV:    60,lV:    60,Camera:0
37664,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax:-0.47888888888888886,ay:0.10333333333333333,az:0.44333333333333336,q:268.75,rV:    60,lV:    60,Camera:0
37747,state:6,Time:13:39:14,Lat:35.55489833,Lng:139.65556333,ax: -0.55,ay:0.1411111111111111,az:0.04777777777777778,q:268.125,rV:    60,lV:    60,Camera:0
37806,state:6,Time:13:39:15,Lat:35.55489833,Lng:139.65556000,ax:-0.5755555555555556,ay:  0.43,az:0.5422222222222223,q:266.625,rV:    60,lV:    60,Camera:0
37865,state:6,Time:13:39:15,Lat:35.55489833,Lng:139.65556000,ax:-0.10111111111111111,ay:-0.3511111111111111,az:0.07444444444444444,q:266.0625,rV:    60,lV:    60,Camera:0
37880,state:6,Time:13:39:15,Lat:35.55489833,Lng:139.65556000,ax:-0.4166666666666667,ay:-0.056666666666666664,az: -0.05,q:266.0625,rV:    60,lV:    60,Camera:0
37996,state:6,Time:13:39:15,Lat:35.55489833,Lng:139.65556000,ax:-0.0011111111111111111,ay:0.4533333333333333,az:-0.03888888888888889,q:266.4375,rV:    60,lV:    60,Camera:0
38007,state:6,Time:13:39:15,Lat:35.55489833,Lng:139.65556000,ax:-0.0811111111111111,ay:0.7577777777777778,az: -0.01,q: 266.5,rV:    60,lV:    60,Camera:0
38329,state:6,Time:13:39:15,Lat:35.55489833,Lng:139.65556000,ax:-0.4811111111111111,ay:-0.37666666666666665,az:0.5755555555555556,q:264.3125,rV:    60,lV:    60,Camera:0
38451,state:6,Time:13:39:15,Lat:35.55489833,Lng:139.65556000,ax:0.1811111111111111,ay:-0.2544444444444444,az:-0.2288888888888889,q:264.4375,rV:    60,lV:    60,Camera:0
38563,state:6,Time:13:39:15,Lat:35.55489833,Lng:139.65556000,ax:-0.017777777777777778,ay: -0.29,az:-0.07444444444444444,q:264.9375,rV:    60,lV:    60,Camera:0
38643,state:6,Time:13:39:15,Lat:35.55489833,Lng:139.65556000,ax:0.21555555555555556,ay:-0.0011111111111111111,az:0.41444444444444445,q: 263.5,rV:    60,lV:    60,Camera:0
38728,state:6,Time:13:39:15,Lat:35.55489833,Lng:139.65556000,ax:0.24333333333333335,ay:-0.13444444444444445,az:-0.19111111111111112,q:263.625,rV:    60,lV:    60,Camera:0
38813,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:0.1511111111111111,ay:  0.22,az:0.04666666666666667,q:262.625,rV:    60,lV:    60,Camera:0
38856,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:-0.3244444444444444,ay:0.09111111111111111,az:0.15888888888888889,q:262.375,rV:    60,lV:    60,Camera:0
38908,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:0.08333333333333333,ay:-0.7588888888888888,az:-0.035555555555555556,q:262.3125,rV:    60,lV:    60,Camera:0
38921,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:-0.26222222222222225,ay:-0.4211111111111111,az:0.058888888888888886,q:262.3125,rV:    60,lV:    60,Camera:0
39025,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:0.5466666666666666,ay:-0.01888888888888889,az:-0.44222222222222224,q:264.3125,rV:    60,lV:    60,Camera:0
39033,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:0.4633333333333333,ay:-0.5611111111111111,az:-0.3422222222222222,q: 264.5,rV:    60,lV:    60,Camera:0
39317,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:-0.14222222222222222,ay:-0.6811111111111111,az:0.35555555555555557,q: 263.0,rV:    60,lV:    60,Camera:0
39426,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:-0.027777777777777776,ay:0.08555555555555555,az:-0.04111111111111111,q:261.6875,rV:    60,lV:    60,Camera:0
39532,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:-0.1688888888888889,ay:0.056666666666666664,az:0.20777777777777778,q:261.0625,rV:    60,lV:    60,Camera:0
39608,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:0.21222222222222223,ay:-0.19555555555555557,az:0.17777777777777778,q:260.1875,rV:    60,lV:    60,Camera:0
39671,state:6,Time:13:39:16,Lat:35.55489833,Lng:139.65555667,ax:0.29888888888888887,ay:-0.19111111111111112,az:0.034444444444444444,q:259.5625,rV:    60,lV:    60,Camera:0
39755,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:-0.4122222222222222,ay:  0.79,az:0.24666666666666667,q:259.1875,rV:    60,lV:    60,Camera:0
39797,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:0.057777777777777775,ay: -0.18,az:0.025555555555555557,q:258.875,rV:    60,lV:    60,Camera:0
39848,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax: -0.69,ay:0.26666666666666666,az:-0.11222222222222222,q:259.1875,rV:    60,lV:    60,Camera:0
39873,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:-0.11888888888888889,ay:-0.39666666666666667,az:-0.17666666666666667,q:259.4375,rV:    60,lV:    60,Camera:0
39981,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:0.45444444444444443,ay:-0.5455555555555556,az:-0.28444444444444444,q:260.25,rV:    60,lV:    60,Camera:0
39988,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:-0.19333333333333333,ay:-0.23222222222222222,az: -0.04,q:260.25,rV:    60,lV:    60,Camera:0
40277,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:0.2777777777777778,ay:0.11222222222222222,az:0.18444444444444444,q:259.5625,rV:    60,lV:    60,Camera:0
40381,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:-1.0855555555555556,ay:0.6977777777777778,az:0.024444444444444446,q:259.1875,rV:    60,lV:    60,Camera:0
40485,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:-0.4411111111111111,ay:-0.7166666666666667,az:0.13444444444444445,q:258.75,rV:    60,lV:    60,Camera:0
40559,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:-0.4088888888888889,ay:-0.1288888888888889,az:0.21666666666666667,q:258.1875,rV:    60,lV:    60,Camera:0
40618,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:-0.22444444444444445,ay:0.3333333333333333,az:-0.3111111111111111,q:258.8125,rV:    60,lV:    60,Camera:0
40699,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:-0.8077777777777778,ay:0.11888888888888889,az:0.3888888888888889,q:258.5625,rV:    60,lV:    60,Camera:0
40742,state:6,Time:13:39:17,Lat:35.55489833,Lng:139.65555333,ax:0.6155555555555555,ay:0.05444444444444444,az:-0.04666666666666667,q:258.25,rV:    60,lV:    60,Camera:0
40792,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:-0.8811111111111111,ay:0.7444444444444445,az:-0.14888888888888888,q:258.5625,rV:    60,lV:    60,Camera:0
40801,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax: -0.58,ay:0.17222222222222222,az:-0.08444444444444445,q:258.5625,rV:    60,lV:    60,Camera:0
40901,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:  0.72,ay:-0.9111111111111111,az:-0.07333333333333333,q:258.625,rV:    60,lV:    60,Camera:0
40910,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:0.7788888888888889,ay:0.18555555555555556,az:-0.21222222222222223,q:258.75,rV:    60,lV:    60,Camera:0
41197,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:-1.1366666666666667,ay:-0.4266666666666667,az:0.7111111111111111,q: 255.5,rV:    60,lV:    60,Camera:0
41302,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:1.1944444444444444,ay:-0.0811111111111111,az:0.0044444444444444444,q:255.125,rV:    60,lV:    60,Camera:0
41409,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:-0.43555555555555553,ay:-0.04111111111111111,az:  0.34,q:254.25,rV:    60,lV:    60,Camera:0
41485,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:  0.05,ay:0.03777777777777778,az:0.2822222222222222,q:253.1875,rV:    60,lV:    60,Camera:0
41544,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:  0.91,ay:0.008888888888888889,az: -0.06,q:252.6875,rV:    60,lV:    60,Camera:0
41624,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:1.0577777777777777,ay:0.3477777777777778,az:-0.03333333333333333,q:252.9375,rV:    60,lV:    60,Camera:0
41669,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:-1.1411111111111112,ay:0.3288888888888889,az:0.3611111111111111,q:252.25,rV:    60,lV:    60,Camera:0
41724,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:0.19333333333333333,ay:-0.2411111111111111,az:0.12222222222222222,q: 252.0,rV:    60,lV:    60,Camera:0
41737,state:6,Time:13:39:18,Lat:35.55489833,Lng:139.65555000,ax:-0.44222222222222224,ay:0.3211111111111111,az:0.21888888888888888,q:251.8125,rV:    60,lV:    60,Camera:0
41837,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax:-0.7344444444444445,ay:0.08555555555555555,az:-0.014444444444444444,q:252.125,rV:    60,lV:    60,Camera:0
41845,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax:0.08555555555555555,ay: -0.44,az:-0.13333333333333333,q:252.1875,rV:    60,lV:    60,Camera:0
42149,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax:-1.0922222222222222,ay:-0.2733333333333333,az:0.43222222222222223,q:251.9375,rV:    60,lV:    60,Camera:0
42261,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax:1.2277777777777779,ay:-0.5688888888888889,az:-0.25666666666666665,q: 251.5,rV:    60,lV:    60,Camera:0
42365,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax:-1.0322222222222222,ay:-0.17666666666666667,az:0.17777777777777778,q:251.375,rV:    60,lV:    60,Camera:0
42443,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax:-0.9588888888888889,ay:0.22777777777777777,az:-0.06333333333333334,q:250.125,rV:    60,lV:    60,Camera:0
42518,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax:0.12777777777777777,ay:0.6655555555555556,az:-0.2511111111111111,q:251.125,rV:    60,lV:    60,Camera:0
42596,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax:-0.42333333333333334,ay:0.6055555555555555,az:0.22555555555555556,q:251.75,rV:    60,lV:    60,Camera:0
42637,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax:0.5444444444444444,ay:-0.3522222222222222,az:0.09777777777777778,q:251.0625,rV:    60,lV:    60,Camera:0
42693,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax:-0.8877777777777778,ay:-0.11222222222222222,az:-0.027777777777777776,q:251.3125,rV:    60,lV:    60,Camera:0
42703,state:6,Time:13:39:19,Lat:35.55489833,Lng:139.65554667,ax: -0.08,ay:-0.07555555555555556,az:-0.23222222222222222,q:251.4375,rV:    60,lV:    60,Camera:0
42804,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax:1.228888888888889,ay:0.17222222222222222,az:0.027777777777777776,q:251.25,rV:    60,lV:    60,Camera:0
42811,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax:1.228888888888889,ay:0.17222222222222222,az:0.027777777777777776,q:251.125,rV:    70,lV:    50,Camera:0
43096,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax:0.3277777777777778,ay:-0.04555555555555556,az:0.8844444444444445,q: 241.5,rV:    70,lV:    50,Camera:0
43212,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax:-1.2833333333333334,ay:1.018888888888889,az:0.8355555555555556,q:235.5625,rV:    70,lV:    50,Camera:0
43325,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax:0.05555555555555555,ay:-0.7144444444444444,az:0.8888888888888888,q:230.75,rV:    70,lV:    50,Camera:0
43402,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax: -0.75,ay:0.6544444444444445,az:0.48777777777777775,q:228.125,rV:    70,lV:    50,Camera:0
43479,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax:-0.9777777777777777,ay:0.28555555555555556,az:1.1711111111111112,q:225.1875,rV:    70,lV:    50,Camera:0
43562,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax:0.025555555555555557,ay:0.5466666666666666,az:0.6611111111111111,q: 220.5,rV:    70,lV:    50,Camera:0
