5792,state:4,Time:13:38:43,Lat:35.55494500,Lng:139.65563167,ax:   0.0,ay:0.0011111111111111111,az:0.0011111111111111111,q:359.9375,rV:     0,lV:     0,Camera:captured!
43608,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax:-0.10111111111111111,ay:  0.63,az:0.07444444444444444,q:219.6875,rV:    70,lV:    50,Camera:0
43656,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax:0.6633333333333333,ay:-0.5744444444444444,az:0.33666666666666667,q: 219.5,rV:    70,lV:    50,Camera:0
43667,state:6,Time:13:39:20,Lat:35.55489833,Lng:139.65554333,ax:-0.9811111111111112,ay: -0.67,az:  0.65,q:219.0625,rV:    70,lV:    50,Camera:0
43772,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax:-0.10555555555555556,ay:0.17333333333333334,az:0.8788888888888889,q:215.4375,rV:    70,lV:    50,Camera:0
43782,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax:0.44666666666666666,ay:-0.1111111111111111,az:0.7088888888888889,q:215.0625,rV:    60,lV:    60,Camera:0
44096,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax:0.5155555555555555,ay:0.04777777777777778,az:0.16555555555555557,q:211.5625,rV:    60,lV:    60,Camera:0
44206,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax: -0.63,ay:0.2688888888888889,az:  0.15,q:210.4375,rV:    60,lV:    60,Camera:0
44315,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax:0.24333333333333335,ay:0.5544444444444444,az:-0.11222222222222222,q:211.375,rV:    60,lV:    60,Camera:0
44395,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax:0.15222222222222223,ay: -0.23,az:-0.16111111111111112,q:212.0625,rV:    60,lV:    60,Camera:0
44472,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax: -0.08,ay:0.7322222222222222,az:  0.21,q:211.0625,rV:    60,lV:    60,Camera:0
44551,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax:0.14333333333333334,ay:-0.18555555555555556,az:-0.042222222222222223,q:211.1875,rV:    60,lV:    60,Camera:0
44590,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax:0.34444444444444444,ay:0.2644444444444444,az:-0.03333333333333333,q:210.9375,rV:    60,lV:    60,Camera:0
44638,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax:-0.6566666666666666,ay:0.5744444444444444,az:0.4722222222222222,q:210.375,rV:    60,lV:    60,Camera:0
44649,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax:-0.5822222222222222,ay:0.5477777777777778,az:0.23444444444444446,q:210.1875,rV:    60,lV:    60,Camera:0
44753,state:6,Time:13:39:21,Lat:35.55489833,Lng:139.65554000,ax:0.30666666666666664,ay:-0.2877777777777778,az:0.33555555555555555,q:210.125,rV:    60,lV:    60,Camera:0
44761,state:6,Time:13:39:22,Lat:35.55490000,Lng:139.65553667,ax:0.7366666666666667,ay:   0.1,az:0.31777777777777777,q: 210.0,rV:    60,lV:    60,Camera:0
45083,state:6,Time:13:39:22,Lat:35.55490000,Lng:139.65553667,ax:-0.4033333333333333,ay:-1.1722222222222223,az:0.39111111111111113,q:208.6875,rV:    60,lV:    60,Camera:0
45203,state:6,Time:13:39:22,Lat:35.55490000,Lng:139.65553667,ax:-0.28555555555555556,ay:-0.12666666666666668,az:-0.6066666666666667,q:209.125,rV:    60,lV:    60,Camera:0
45312,state:6,Time:13:39:22,Lat:35.55490000,Lng:139.65553667,ax:-0.0044444444444444444,ay:-0.5622222222222222,az:0.33444444444444443,q:209.3125,rV:    60,lV:    60,Camera:0
45387,state:6,Time:13:39:22,Lat:35.55490000,Lng:139.65553667,ax: -0.04,ay:0.7933333333333333,az:0.26222222222222225,q:208.0625,rV:    60,lV:    60,Camera:0
45468,state:6,Time:13:39:22,Lat:35.55490000,Lng:139.65553667,ax:0.17666666666666667,ay:0.07888888888888888,az:0.03888888888888889,q:207.375,rV:    60,lV:    60,Camera:0
45547,state:6,Time:13:39:22,Lat:35.55490000,Lng:139.65553667,ax:0.6477777777777778,ay:-0.11444444444444445,az:0.09444444444444444,q:207.875,rV:    60,lV:    60,Camera:0
45586,state:6,Time:13:39:22,Lat:35.55490000,Lng:139.65553667,ax:-0.4677777777777778,ay:-0.11666666666666667,az:  0.38,q:207.6875,rV:    60,lV:    60,Camera:0
45636,state:6,Time:13:39:22,Lat:35.55490000,Lng:139.65553667,ax:0.7955555555555556,ay:-0.15333333333333332,az:0.015555555555555555,q:207.0625,rV:    60,lV:    60,Camera:0
45649,state:6,Time:13:39:22,Lat:35.55490000,Lng:139.65553667,ax:0.4177777777777778,ay:-0.18555555555555556,az:0.03333333333333333,q:207.0625,rV:    60,lV:    60,Camera:0
45755,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax:-0.14333333333333334,ay: -0.65,az:-0.5022222222222222,q:206.8125,rV:    60,lV:    60,Camera:0
45762,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax:-0.14333333333333334,ay: -0.65,az:-0.5022222222222222,q:207.1875,rV:    60,lV:    60,Camera:0
46083,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax:-0.43222222222222223,ay:0.05444444444444444,az:  0.49,q:201.875,rV:    60,lV:    60,Camera:0
46198,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax:0.8977777777777778,ay:  0.01,az:-0.19444444444444445,q:202.75,rV:    60,lV:    60,Camera:0
46306,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax: -0.76,ay:  1.14,az:-0.09666666666666666,q: 201.5,rV:    60,lV:    60,Camera:0
46382,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax:  -0.3,ay:-0.011111111111111112,az:0.0022222222222222222,q:202.3125,rV:    60,lV:    60,Camera:0
46460,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax:0.5566666666666666,ay:-0.17666666666666667,az:-0.03777777777777778,q:202.625,rV:    60,lV:    60,Camera:0
46537,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax:0.16555555555555557,ay:-0.47333333333333333,az:0.16666666666666666,q:202.4375,rV:    60,lV:    60,Camera:0
46577,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax:0.09555555555555556,ay:0.18222222222222223,az:0.09888888888888889,q:201.8125,rV:    60,lV:    60,Camera:0
46626,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax:-0.4066666666666667,ay:0.6066666666666667,az:0.3277777777777778,q:201.625,rV:    60,lV:    60,Camera:0
46636,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax: -0.33,ay:0.6288888888888889,az:0.22777777777777777,q: 201.5,rV:    60,lV:    60,Camera:0
46739,state:6,Time:13:39:23,Lat:35.55490000,Lng:139.65553333,ax:-0.27444444444444444,ay:0.4477777777777778,az:0.17666666666666667,q:199.75,rV:    60,lV:    60,Camera:0
46749,state:6,Time:13:39:24,Lat:35.55490000,Lng:139.65553167,ax:0.49333333333333335,ay:0.31444444444444447,az:0.01888888888888889,q:199.8125,rV:    70,lV:    50,Camera:0
47063,state:6,Time:13:39:24,Lat:35.55490000,Lng:139.65553167,ax:0.18666666666666668,ay:0.19444444444444445,az:0.5577777777777778,q:189.9375,rV:    70,lV:    50,Camera:0
47184,state:6,Time:13:39:24,Lat:35.55490000,Lng:139.65553167,ax:-1.0244444444444445,ay:0.9233333333333333,az:0.7111111111111111,q:184.625,rV:    70,lV:    50,Camera:0
47301,state:6,Time:13:39:24,Lat:35.55490000,Lng:139.65553167,ax:-0.33555555555555555,ay:-0.5633333333333334,az:0.8355555555555556,q:179.8125,rV:    70,lV:    50,Camera:0
47383,state:6,Time:13:39:24,Lat:35.55490000,Lng:139.65553167,ax:-1.1933333333333334,ay:0.15666666666666668,az:0.6622222222222223,q:177.375,rV:    70,lV:    50,Camera:0
47460,state:6,Time:13:39:24,Lat:35.55490000,Lng:139.65553167,ax:-0.8388888888888889,ay:0.5122222222222222,az:  0.84,q:175.5625,rV:    70,lV:    50,Camera:0
47548,state:6,Time:13:39:24,Lat:35.55490000,Lng:139.65553167,ax:-0.25555555555555554,ay:-0.4111111111111111,az:1.1455555555555557,q:170.875,rV:    70,lV:    50,Camera:0
47591,state:6,Time:13:39:24,Lat:35.55490000,Lng:139.65553167,ax:-0.47888888888888886,ay:-0.9222222222222223,az:0.8155555555555556,q:168.75,rV:    70,lV:    50,Camera:0
47648,state:6,Time:13:39:24,Lat:35.55490000,Lng:139.65553167,ax:-1.0344444444444445,ay:  0.07,az:1.3233333333333333,q:165.875,rV:    70,lV:    50,Camera:0
47660,state:6,Time:13:39:24,Lat:35.55490000,Lng:139.65553167,ax:-1.0933333333333333,ay:1.201111111111111,az:  1.34,q:165.125,rV:    70,lV:    50,Camera:0
47769,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:   0.4,ay:-0.2722222222222222,az:0.5466666666666666,q:160.8125,rV:    70,lV:    50,Camera:0
47776,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:   0.4,ay:-0.2722222222222222,az:0.5466666666666666,q: 160.5,rV:    60,lV:    60,Camera:0
48115,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:-0.7677777777777778,ay:0.0022222222222222222,az:0.3322222222222222,q:154.3125,rV:    60,lV:    60,Camera:0
48241,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:0.24333333333333335,ay:-0.11555555555555555,az:0.27555555555555555,q:153.6875,rV:    60,lV:    60,Camera:0
48354,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:-0.41333333333333333,ay:0.9955555555555555,az:0.15888888888888889,q:155.6875,rV:    60,lV:    60,Camera:0
48437,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:-0.5733333333333334,ay:0.2511111111111111,az:0.3422222222222222,q:154.375,rV:    60,lV:    60,Camera:0
48512,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:-0.6822222222222222,ay:  0.01,az:0.4255555555555556,q:152.3125,rV:    60,lV:    60,Camera:0
48605,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:-0.013333333333333334,ay: -0.02,az:0.08666666666666667,q:151.0625,rV:    60,lV:    60,Camera:0
48651,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:0.3422222222222222,ay: -0.09,az:0.23333333333333334,q:150.8125,rV:    60,lV:    60,Camera:0
48716,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:0.4211111111111111,ay:-2.077777777777778,az: -0.69,q: 150.0,rV:    60,lV:    60,Camera:0
48726,state:6,Time:13:39:25,Lat:35.55490000,Lng:139.65552833,ax:-0.035555555555555556,ay:-1.4477777777777778,az:-1.3066666666666666,q:150.75,rV:    60,lV:    60,Camera:0
48853,state:6,Time:13:39:26,Lat:35.55490000,Lng:139.65552667,ax:0.40555555555555556,ay:-0.4666666666666667,az:-0.2388888888888889,q: 159.0,rV:    60,lV:    60,Camera:0
48859,state:6,Time:13:39:26,Lat:35.55490000,Lng:139.65552667,ax:0.40555555555555556,ay:-0.4666666666666667,az:-0.2388888888888889,q: 159.0,rV:    60,lV:    60,Camera:0
49202,state:6,Time:13:39:26,Lat:35.55490000,Lng:139.65552667,ax:0.04777777777777778,ay:-0.29888888888888887,az:-0.14888888888888888,q:156.1875,rV:    60,lV:    60,Camera:0
49315,state:6,Time:13:39:26,Lat:35.55490000,Lng:139.65552667,ax:0.22666666666666666,ay:-0.4855555555555556,az:0.2311111111111111,q:155.75,rV:    60,lV:    60,Camera:0
49428,state:6,Time:13:39:26,Lat:35.55490000,Lng:139.65552667,ax:-0.6766666666666666,ay:0.4722222222222222,az:0.6466666666666666,q:152.75,rV:    60,lV:    60,Camera:0
49510,state:6,Time:13:39:26,Lat:35.55490000,Lng:139.65552667,ax:-0.4633333333333333,ay:0.08333333333333333,az:36.026666666666664,q:152.3125,rV:    60,lV:    60,Camera:0
49591,state:6,Time:13:39:26,Lat:35.55490000,Lng:139.65552667,ax:-0.13444444444444445,ay:0.11222222222222222,az:0.028888888888888888,q:152.6875,rV:    60,lV:    60,Camera:0
49673,state:6,Time:13:39:26,Lat:35.55490000,Lng:139.65552667,ax:-0.5188888888888888,ay:0.41333333333333333,az:0.30777777777777776,q:151.8125,rV:    60,lV:    60,Camera:0
49717,state:6,Time:13:39:26,Lat:35.55490000,Lng:139.65552667,ax:-0.6355555555555555,ay:-0.09222222222222222,az:0.18888888888888888,q: 151.5,rV:    60,lV:    60,Camera:0
49768,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax:0.41333333333333333,ay:-0.26666666666666666,az: -0.14,q:151.4375,rV:    60,lV:    60,Camera:0
49777,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax:  0.63,ay: -0.51,az:-0.22444444444444445,q:151.5625,rV:    60,lV:    60,Camera:0
49886,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax: -0.03,ay:5.624444444444444,az:-0.2677777777777778,q:151.5625,rV:    60,lV:    60,Camera:0
49894,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax: -0.03,ay:5.624444444444444,az:-0.2677777777777778,q: 152.0,rV:    60,lV:    60,Camera:0
50225,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax:  0.56,ay:  0.36,az:0.0044444444444444444,q:153.625,rV:    60,lV:    60,Camera:0
50339,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax:0.9011111111111111,ay:0.36666666666666664,az:  0.45,q:156.125,rV:    60,lV:    60,Camera:0
50452,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax:-0.2966666666666667,ay:  0.43,az:0.5688888888888889,q:153.25,rV:    60,lV:    60,Camera:0
50534,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax: -0.41,ay:-0.17333333333333334,az:0.3055555555555556,q:151.5625,rV:    60,lV:    60,Camera:0
50616,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax:-0.6422222222222222,ay:0.23333333333333334,az:0.41555555555555557,q:150.6875,rV:    60,lV:    60,Camera:0
50698,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax:-0.052222222222222225,ay:0.06888888888888889,az:0.4988888888888889,q:147.25,rV:    60,lV:    60,Camera:0
50742,state:6,Time:13:39:27,Lat:35.55490000,Lng:139.65552333,ax: -1.31,ay:0.6333333333333333,az:0.25222222222222224,q:146.6875,rV:    60,lV:    60,Camera:0
50793,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:0.7422222222222222,ay:-0.10555555555555556,az:-0.1111111111111111,q: 146.5,rV:    60,lV:    60,Camera:0
50808,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:-0.09555555555555556,ay:-0.008888888888888889,az:-0.19111111111111112,q:146.75,rV:    60,lV:    60,Camera:0
50913,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:-1.3988888888888888,ay:-0.6633333333333333,az:-0.09777777777777778,q:147.75,rV:    60,lV:    60,Camera:0
50920,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:-1.0677777777777777,ay: -0.81,az:0.09111111111111111,q:147.625,rV:    60,lV:    60,Camera:0
51229,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:-1.2333333333333334,ay:0.08888888888888889,az:0.2788888888888889,q:145.8125,rV:    60,lV:    60,Camera:0
51336,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:-0.16666666666666666,ay:0.29333333333333333,az:0.27444444444444444,q:144.8125,rV:    60,lV:    60,Camera:0
51445,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:0.6733333333333333,ay:0.5222222222222223,az:0.20666666666666667,q: 143.0,rV:    60,lV:    60,Camera:0
51524,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:0.6466666666666666,ay:0.18666666666666668,az:0.17333333333333334,q:141.9375,rV:    60,lV:    60,Camera:0
51600,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:0.7144444444444444,ay:-0.7533333333333333,az:-0.18666666666666668,q: 142.0,rV:    60,lV:    60,Camera:0
51679,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:0.2922222222222222,ay:-0.7044444444444444,az:-0.0044444444444444444,q:142.375,rV:    60,lV:    60,Camera:0
51731,state:6,Time:13:39:28,Lat:35.55490000,Lng:139.65552167,ax:-0.2311111111111111,ay:0.5322222222222223,az:0.2911111111111111,q:141.4375,rV:    60,lV:    60,Camera:0
51778,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:0.1811111111111111,ay:-0.7311111111111112,az:-0.052222222222222225,q:141.625,rV:    60,lV:    60,Camera:0
51788,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:-0.6544444444444445,ay:0.4088888888888889,az:-0.017777777777777778,q:141.625,rV:    60,lV:    60,Camera:0
51897,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:-0.29444444444444445,ay:-0.2877777777777778,az: -0.47,q:142.6875,rV:    60,lV:    60,Camera:0
51907,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:0.4444444444444444,ay:-0.5166666666666667,az:-0.43666666666666665,q: 143.0,rV:    50,lV:    70,Camera:0
52212,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:-0.12444444444444444,ay:-0.4022222222222222,az:-0.5677777777777778,q:150.875,rV:    50,lV:    70,Camera:0
52329,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:-0.7955555555555556,ay:-0.9422222222222222,az:-0.20444444444444446,q:156.75,rV:    50,lV:    70,Camera:0
52434,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:1.021111111111111,ay:0.25555555555555554,az:-0.9433333333333334,q:158.8125,rV:    50,lV:    70,Camera:0
52512,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:0.11777777777777777,ay:-0.31444444444444447,az:-0.5166666666666667,q:161.875,rV:    50,lV:    70,Camera:0
52584,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:-0.3211111111111111,ay:-0.03888888888888889,az:-0.8088888888888889,q:164.4375,rV:    50,lV:    70,Camera:0
52669,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:-0.42333333333333334,ay:0.04777777777777778,az:0.20333333333333334,q:166.1875,rV:    50,lV:    70,Camera:0
52713,state:6,Time:13:39:29,Lat:35.55490000,Lng:139.65552000,ax:  0.06,ay:-0.3488888888888889,az:-0.6544444444444445,q: 167.5,rV:    50,lV:    70,Camera:0
52766,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:0.5466666666666666,ay:0.5655555555555556,az:-0.6888888888888889,q:169.3125,rV:    50,lV:    70,Camera:0
52779,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:-0.08444444444444445,ay:0.15222222222222223,az:-0.6311111111111111,q:169.625,rV:    50,lV:    70,Camera:0
52884,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:0.6577777777777778,ay:0.3333333333333333,az:-0.4111111111111111,q:172.1875,rV:    50,lV:    70,Camera:0
52892,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:1.2133333333333334,ay:-0.31444444444444447,az: -0.49,q:172.5625,rV:    60,lV:    60,Camera:0
53199,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:0.5677777777777778,ay:0.24444444444444444,az:0.21777777777777776,q: 174.5,rV:    60,lV:    60,Camera:0
53316,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:0.15333333333333332,ay:0.7888888888888889,az:-0.11888888888888889,q:173.875,rV:    60,lV:    60,Camera:0
53426,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:-0.43444444444444447,ay:-0.4122222222222222,az:0.5388888888888889,q:172.125,rV:    60,lV:    60,Camera:0
53507,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:0.03666666666666667,ay:-0.5211111111111111,az: -0.09,q:172.1875,rV:    60,lV:    60,Camera:0
53586,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:0.3288888888888889,ay:-0.22111111111111112,az:-0.0011111111111111111,q:172.75,rV:    60,lV:    60,Camera:0
53671,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:-0.19444444444444445,ay:-0.5311111111111111,az:-0.24555555555555555,q:173.6875,rV:    60,lV:    60,Camera:0
53714,state:6,Time:13:39:30,Lat:35.55490000,Lng:139.65551833,ax:0.18777777777777777,ay:-0.23666666666666666,az:-0.1322222222222222,q:174.125,rV:    60,lV:    60,Camera:0
53768,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax:-0.07666666666666666,ay:-0.015555555555555555,az:0.07444444444444444,q:173.6875,rV:    60,lV:    60,Camera:0
53780,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax:0.45555555555555555,ay:0.2688888888888889,az:-0.12444444444444444,q:173.75,rV:    60,lV:    60,Camera:0
53886,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax:0.10444444444444445,ay:-0.3433333333333333,az:0.03888888888888889,q:174.6875,rV:    60,lV:    60,Camera:0
53895,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax:-0.17555555555555555,ay:-0.2722222222222222,az:  0.06,q:174.6875,rV:    60,lV:    60,Camera:0
54196,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax:0.22666666666666666,ay:-0.057777777777777775,az:0.4922222222222222,q:168.75,rV:    60,lV:    60,Camera:0
54323,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax:-0.27444444444444444,ay:-0.17666666666666667,az:-0.08888888888888889,q:168.1875,rV:    60,lV:    60,Camera:0
54433,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax:-0.015555555555555555,ay:0.8244444444444444,az:0.11777777777777777,q:168.3125,rV:    60,lV:    60,Camera:0
54513,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax:-0.03777777777777778,ay:-0.3233333333333333,az:-0.09888888888888889,q:167.8125,rV:    60,lV:    60,Camera:0
54584,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax:0.07222222222222222,ay:0.5655555555555556,az:-0.06888888888888889,q:168.0625,rV:    60,lV:    60,Camera:0
54681,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax:-0.24555555555555555,ay:  0.31,az:0.10555555555555556,q:168.1875,rV:    60,lV:    60,Camera:0
54725,state:6,Time:13:39:31,Lat:35.55490000,Lng:139.65551833,ax: -0.38,ay:0.17777777777777778,az:-0.15555555555555556,q:168.375,rV:    60,lV:    60,Camera:0
54776,state:6,Time:13:39:32,Lat:35.55490000,Lng:139.65551667,ax:-0.04111111111111111,ay:0.33666666666666667,az:-0.2544444444444444,q:169.5625,rV:    60,lV:    60,Camera:0
54788,state:6,Time:13:39:32,Lat:35.55490000,Lng:139.65551667,ax:-0.3322222222222222,ay:0.4811111111111111,az:-0.015555555555555555,q:169.5625,rV:    60,lV:    60,Camera:0
54900,state:6,Time:13:39:32,Lat:35.55490000,Lng:139.65551667,ax:0.7155555555555555,ay:-0.43555555555555553,az:-0.042222222222222223,q:169.5625,rV:    60,lV:    60,Camera:0
54909,state:6,Time:13:39:32,Lat:35.55490000,Lng:139.65551667,ax:  0.12,ay:0.0044444444444444444,az:0.21888888888888888,q:169.375,rV:    60,lV:    60,Camera:0
55210,state:6,Time:13:39:32,Lat:35.55490000,Lng:139.65551667,ax:0.28444444444444444,ay: -0.96,az:0.14555555555555555,q:170.0625,rV:    60,lV:    60,Camera:0
55327,state:6,Time:13:39:32,Lat:35.55490000,Lng:139.65551667,ax: -0.37,ay:  -0.9,az:0.15333333333333332,q:168.25,rV:    60,lV:    60,Camera:0
55437,state:6,Time:13:39:32,Lat:35.55490000,Lng:139.65551667,ax:-0.013333333333333334,ay:0.39111111111111113,az:-0.29555555555555557,q:169.625,rV:    60,lV:    60,Camera:0
55519,state:6,Time:13:39:32,Lat:35.55490000,Lng:139.65551667,ax:0.12444444444444444,ay:0.2633333333333333,az:0.15333333333333332,q:169.875,rV:    60,lV:    60,Camera:0
55607,state:6,Time:13:39:32,Lat:35.55490000,Lng:139.65551667,ax:-0.04666666666666667,ay:-0.022222222222222223,az:-0.06222222222222222,q: 170.0,rV:    60,lV:    60,Camera:0
55696,state:6,Time:13:39:32,Lat:35.55490000,Lng:139.65551667,ax:0.2577777777777778,ay:0.5466666666666666,az:-0.3322222222222222,q:170.75,rV:    60,lV:    60,Camera:0
55755,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:0.5577777777777778,ay:-0.09666666666666666,az:-0.011111111111111112,q:171.375,rV:    60,lV:    60,Camera:0
55802,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:-0.24888888888888888,ay:-0.7022222222222222,az:0.3055555555555556,q:170.875,rV:    60,lV:    60,Camera:0
55816,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:-0.37666666666666665,ay:0.5933333333333334,az:0.1511111111111111,q:170.8125,rV:    60,lV:    60,Camera:0
55930,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:0.5255555555555556,ay:-0.058888888888888886,az:-0.19777777777777777,q:171.0625,rV:    60,lV:    60,Camera:0
55937,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:-0.48333333333333334,ay:  0.26,az:-0.0033333333333333335,q:171.0625,rV:    60,lV:    60,Camera:0
56245,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:0.6033333333333334,ay:-0.21444444444444444,az:0.27555555555555555,q:168.0625,rV:    60,lV:    60,Camera:0
56370,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:-0.9466666666666667,ay:0.2411111111111111,az:0.07555555555555556,q:167.0625,rV:    60,lV:    60,Camera:0
56485,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:0.5311111111111111,ay:-0.5766666666666667,az:0.09222222222222222,q:166.625,rV:    60,lV:    60,Camera:0
56569,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:0.8955555555555555,ay:-0.15888888888888889,az:0.10666666666666667,q:166.6875,rV:    60,lV:    60,Camera:0
56651,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:1.2677777777777777,ay:-0.19777777777777777,az:-0.23222222222222222,q:166.0625,rV:    60,lV:    60,Camera:0
56741,state:6,Time:13:39:33,Lat:35.55490000,Lng:139.65551667,ax:1.1733333333333333,ay:-0.8444444444444444,az:-0.024444444444444446,q:166.3125,rV:    60,lV:    60,Camera:0
56785,state:6,Time:13:39:34,Lat:35.55490000,Lng:139.65551500,ax:-1.0566666666666666,ay: -0.19,az:0.3433333333333333,q:165.4375,rV:    60,lV:    60,Camera:0
56840,state:6,Time:13:39:34,Lat:35.55490000,Lng:139.65551500,ax:0.025555555555555557,ay:-0.10777777777777778,az:0.20333333333333334,q:164.9375,rV:    60,lV:    60,Camera:0
