6183,state:4,Time:13:17:49,Lat:35.55488000,Lng:139.65572167,ax:-0.0033333333333333335,ay:-0.0011111111111111111,az:   0.0,q:359.875,rV:     0,lV:     0,Camera:captured!
29730,state:6,Time:13:18:13,Lat:35.55492333,Lng:139.65567833,ax:-0.5677777777777778,ay:-0.09555555555555556,az:  0.88,q:233.875,rV:    70,lV:    50,Camera:0
29779,state:6,Time:13:18:13,Lat:35.55492333,Lng:139.65567833,ax: -0.38,ay:-0.7055555555555556,az:0.6477777777777778,q:232.125,rV:    70,lV:    50,Camera:0
29866,state:6,Time:13:18:13,Lat:35.55492333,Lng:139.65567833,ax:-0.27111111111111114,ay:1.068888888888889,az:0.6133333333333333,q:228.875,rV:    70,lV:    50,Camera:0
29916,state:6,Time:13:18:13,Lat:35.55492333,Lng:139.65567833,ax:-0.24444444444444444,ay:-0.021111111111111112,az:  0.55,q:227.9375,rV:    70,lV:    50,Camera:0
30034,state:6,Time:13:18:13,Lat:35.55492333,Lng:139.65567833,ax:0.2222222222222222,ay:-0.6311111111111111,az:0.5577777777777778,q: 224.5,rV:    70,lV:    50,Camera:0
30112,state:6,Time:13:18:13,Lat:35.55492333,Lng:139.65567833,ax:0.08444444444444445,ay:0.024444444444444446,az:0.6166666666666667,q:220.9375,rV:    70,lV:    50,Camera:0
30160,state:6,Time:13:18:13,Lat:35.55492333,Lng:139.65567833,ax:-0.012222222222222223,ay:  -0.2,az:  0.41,q:219.75,rV:    70,lV:    50,Camera:0
30247,state:6,Time:13:18:13,Lat:35.55492333,Lng:139.65567833,ax:0.29555555555555557,ay:0.31777777777777777,az:-0.48777777777777775,q:220.3125,rV:    70,lV:    50,Camera:0
30339,state:6,Time:13:18:13,Lat:35.55492333,Lng:139.65567833,ax:-0.12111111111111111,ay:-0.6133333333333333,az:-0.15555555555555556,q:222.25,rV:    70,lV:    50,Camera:0
30352,state:6,Time:13:18:13,Lat:35.55492333,Lng:139.65567833,ax:0.18666666666666668,ay:-0.6588888888888889,az:-0.07222222222222222,q:222.1875,rV:    60,lV:    60,Camera:0
30659,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:-0.29777777777777775,ay:-1.4111111111111112,az:0.4666666666666667,q:216.5625,rV:    60,lV:    60,Camera:0
30770,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:  0.66,ay:0.05333333333333334,az:-0.28444444444444444,q:215.1875,rV:    60,lV:    60,Camera:0
30816,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:-0.45222222222222225,ay:-0.12666666666666668,az:-0.12777777777777777,q:215.5625,rV:    60,lV:    60,Camera:0
30907,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:-1.2566666666666666,ay:0.3788888888888889,az:0.30666666666666664,q:215.6875,rV:    60,lV:    60,Camera:0
30953,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:0.1111111111111111,ay:-0.5822222222222222,az:0.29444444444444445,q:215.125,rV:    60,lV:    60,Camera:0
31070,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:-1.5122222222222221,ay:0.8277777777777777,az:-0.28888888888888886,q:214.6875,rV:    60,lV:    60,Camera:0
31148,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:-1.0644444444444445,ay:0.48777777777777775,az:0.07555555555555556,q: 216.0,rV:    60,lV:    60,Camera:0
31187,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:0.8422222222222222,ay:-0.6577777777777778,az:-0.1811111111111111,q:216.1875,rV:    60,lV:    60,Camera:0
31269,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:0.8288888888888889,ay:-0.5855555555555556,az:-0.021111111111111112,q:215.75,rV:    60,lV:    60,Camera:0
31370,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:1.6555555555555554,ay:-0.7488888888888889,az:0.2822222222222222,q:215.375,rV:    60,lV:    60,Camera:0
31378,state:6,Time:13:18:14,Lat:35.55492667,Lng:139.65568000,ax:1.6555555555555554,ay:-0.7488888888888889,az:0.2822222222222222,q:215.1875,rV:    60,lV:    60,Camera:0
31677,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax:0.2388888888888889,ay:3.7744444444444443,az:0.16333333333333333,q:215.4375,rV:    60,lV:    60,Camera:0
31790,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax:-0.15333333333333332,ay:1.7966666666666666,az:0.5622222222222222,q:214.4375,rV:    60,lV:    60,Camera:0
31833,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax:  0.37,ay:-2.1222222222222222,az:-0.21888888888888888,q:214.3125,rV:    60,lV:    60,Camera:0
31927,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax:-0.18666666666666668,ay: -1.48,az:0.3211111111111111,q:214.875,rV:    60,lV:    60,Camera:0
31967,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax:-0.2833333333333333,ay:-0.04888888888888889,az:0.6711111111111111,q:213.5625,rV:    60,lV:    60,Camera:0
32089,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax:-0.03222222222222222,ay:-0.06777777777777778,az:-0.5588888888888889,q:214.375,rV:    60,lV:    60,Camera:0
32165,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax:-0.11888888888888889,ay:0.28444444444444444,az: -0.08,q:213.875,rV:    60,lV:    60,Camera:0
32212,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax:-0.5788888888888889,ay:0.7122222222222222,az:0.03777777777777778,q:214.0625,rV:    60,lV:    60,Camera:0
32293,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax:-0.7977777777777778,ay:-0.08666666666666667,az:0.05444444444444444,q:213.625,rV:    60,lV:    60,Camera:0
32386,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax: -0.72,ay:0.5588888888888889,az:-0.12333333333333334,q:214.9375,rV:    60,lV:    60,Camera:0
32392,state:6,Time:13:18:15,Lat:35.55493000,Lng:139.65567667,ax:-0.3688888888888889,ay: -0.81,az:-0.027777777777777776,q:214.9375,rV:    60,lV:    60,Camera:0
32684,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax:-0.24333333333333335,ay:-2.651111111111111,az:-0.25555555555555554,q:210.4375,rV:    60,lV:    60,Camera:0
32793,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax:0.4077777777777778,ay:  2.72,az:0.23222222222222222,q:211.5625,rV:    60,lV:    60,Camera:0
32840,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax:0.11666666666666667,ay:4.692222222222222,az:0.3211111111111111,q:210.875,rV:    60,lV:    60,Camera:0
32927,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax:-0.36444444444444446,ay:-0.3788888888888889,az:-0.3111111111111111,q:213.25,rV:    60,lV:    60,Camera:0
32974,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax:0.2966666666666667,ay:-1.1266666666666667,az:0.18777777777777777,q:212.9375,rV:    60,lV:    60,Camera:0
33093,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax:-0.4266666666666667,ay:0.5711111111111111,az:0.11333333333333333,q:211.4375,rV:    60,lV:    60,Camera:0
33170,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax: -1.06,ay: -0.04,az:  0.41,q:210.8125,rV:    60,lV:    60,Camera:0
33212,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax:0.6433333333333333,ay:-0.5444444444444444,az:0.11333333333333333,q:210.25,rV:    60,lV:    60,Camera:0
33296,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax:1.4111111111111112,ay:0.12666666666666668,az:-0.17777777777777778,q: 210.0,rV:    60,lV:    60,Camera:0
33392,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax:1.1277777777777778,ay:-0.1111111111111111,az:-0.27111111111111114,q: 211.0,rV:    60,lV:    60,Camera:0
33400,state:6,Time:13:18:16,Lat:35.55493167,Lng:139.65567667,ax:0.06333333333333334,ay:0.08666666666666667,az:0.10444444444444445,q: 211.0,rV:    60,lV:    60,Camera:0
33695,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:-0.0033333333333333335,ay:0.17888888888888888,az:-0.7811111111111111,q:213.75,rV:    60,lV:    60,Camera:0
33804,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:0.03777777777777778,ay:-0.6655555555555556,az: -0.69,q:217.875,rV:    60,lV:    60,Camera:0
33849,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:0.016666666666666666,ay:-2.2255555555555557,az:  0.03,q: 218.5,rV:    60,lV:    60,Camera:0
33939,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:0.058888888888888886,ay:1.4333333333333333,az:0.49444444444444446,q:216.8125,rV:    60,lV:    60,Camera:0
33985,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:-0.06222222222222222,ay:1.931111111111111,az:0.6566666666666666,q:214.625,rV:    60,lV:    60,Camera:0
34100,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:-0.4711111111111111,ay:0.9466666666666667,az:  0.07,q:215.1875,rV:    60,lV:    60,Camera:0
34174,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:-0.6444444444444445,ay:-0.3244444444444444,az:0.19333333333333333,q:215.6875,rV:    60,lV:    60,Camera:0
34215,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:1.2044444444444444,ay:0.5033333333333333,az:-0.6455555555555555,q:216.3125,rV:    60,lV:    60,Camera:0
34297,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:1.3855555555555557,ay:-0.3688888888888889,az:-0.3388888888888889,q:217.0625,rV:    60,lV:    60,Camera:0
34388,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:1.2622222222222221,ay:0.37777777777777777,az:-0.7233333333333334,q:219.0625,rV:    60,lV:    60,Camera:0
34394,state:6,Time:13:18:17,Lat:35.55493167,Lng:139.65567500,ax:1.2622222222222221,ay:0.37777777777777777,az:-0.7233333333333334,q:219.25,rV:    60,lV:    60,Camera:0
34689,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:-1.1022222222222222,ay:-0.16777777777777778,az:0.20444444444444446,q:217.625,rV:    60,lV:    60,Camera:0
34796,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:-0.9655555555555555,ay:-0.40444444444444444,az:0.5133333333333333,q:214.125,rV:    60,lV:    60,Camera:0
34840,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:0.7533333333333333,ay:-1.7144444444444444,az:0.6944444444444444,q:212.6875,rV:    60,lV:    60,Camera:0
34930,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:0.2222222222222222,ay:-1.1055555555555556,az:-0.23444444444444446,q:212.125,rV:    60,lV:    60,Camera:0
34976,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:-0.3788888888888889,ay:3.8577777777777778,az:0.21333333333333335,q:212.1875,rV:    60,lV:    60,Camera:0
35091,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:0.6844444444444444,ay:-1.0755555555555556,az:-1.6255555555555556,q:217.625,rV:    60,lV:    60,Camera:0
35167,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:1.738888888888889,ay:-2.7555555555555555,az:0.5244444444444445,q:213.5625,rV:    60,lV:    60,Camera:0
35210,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:   2.7,ay:1.0811111111111111,az:-0.06222222222222222,q:213.3125,rV:    60,lV:    60,Camera:0
35296,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:0.8288888888888889,ay:2.991111111111111,az:0.6077777777777778,q:211.125,rV:    60,lV:    60,Camera:0
35385,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:-1.4544444444444444,ay:1.501111111111111,az:   1.4,q:203.6875,rV:    60,lV:    60,Camera:0
35393,state:6,Time:13:18:18,Lat:35.55493000,Lng:139.65567500,ax:-1.1922222222222223,ay:0.7644444444444445,az:1.501111111111111,q:203.6875,rV:    60,lV:    60,Camera:0
35701,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax:-0.042222222222222223,ay:-0.5544444444444444,az:0.8511111111111112,q: 192.5,rV:    60,lV:    60,Camera:0
35813,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax: -0.29,ay:   0.8,az:  0.57,q: 188.0,rV:    60,lV:    60,Camera:0
35858,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax:-1.3322222222222222,ay:1.8855555555555557,az:0.034444444444444444,q:187.75,rV:    60,lV:    60,Camera:0
35947,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax:-1.1588888888888889,ay:-0.5866666666666667,az:-0.05444444444444444,q:188.75,rV:    60,lV:    60,Camera:0
35986,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax:-0.2288888888888889,ay:0.18444444444444444,az:-0.12333333333333334,q: 189.0,rV:    60,lV:    60,Camera:0
36106,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax:1.6822222222222223,ay:-1.1633333333333333,az:0.13111111111111112,q:188.4375,rV:    60,lV:    60,Camera:0
36183,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax:0.4311111111111111,ay:-0.14777777777777779,az:0.06444444444444444,q:187.5625,rV:    60,lV:    60,Camera:0
36228,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax:0.25333333333333335,ay:0.11222222222222222,az:0.027777777777777776,q:187.4375,rV:    60,lV:    60,Camera:0
36310,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax:-0.11222222222222222,ay:-0.3088888888888889,az:0.32666666666666666,q:186.6875,rV:    60,lV:    60,Camera:0
36401,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax:0.3333333333333333,ay:0.22666666666666666,az:  0.06,q:185.6875,rV:    60,lV:    60,Camera:0
36412,state:6,Time:13:18:19,Lat:35.55493000,Lng:139.65567333,ax:0.2288888888888889,ay:0.06555555555555556,az:0.0022222222222222222,q:185.625,rV:    60,lV:    60,Camera:0
36740,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:-0.08777777777777777,ay:0.03333333333333333,az:-0.24888888888888888,q:185.4375,rV:    60,lV:    60,Camera:0
36854,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:0.3011111111111111,ay:0.34555555555555556,az:-0.18777777777777777,q:186.3125,rV:    60,lV:    60,Camera:0
36897,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:0.5966666666666667,ay:0.3611111111111111,az:-0.16777777777777778,q:186.75,rV:    60,lV:    60,Camera:0
36988,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:0.4166666666666667,ay:-0.7622222222222222,az:-0.2311111111111111,q: 187.5,rV:    60,lV:    60,Camera:0
37038,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:0.13111111111111112,ay:-0.45444444444444443,az:-0.15888888888888889,q:188.0625,rV:    60,lV:    60,Camera:0
37162,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:-0.33555555555555555,ay:-0.6011111111111112,az:  0.04,q:188.3125,rV:    60,lV:    60,Camera:0
37244,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:0.012222222222222223,ay:0.11888888888888889,az:0.43222222222222223,q:187.1875,rV:    60,lV:    60,Camera:0
37293,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:-0.022222222222222223,ay:-0.20777777777777778,az:0.4577777777777778,q:185.875,rV:    60,lV:    60,Camera:0
37379,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:0.08777777777777777,ay:0.23666666666666666,az:0.37777777777777777,q: 184.0,rV:    60,lV:    60,Camera:0
37480,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:0.32555555555555554,ay:0.15222222222222223,az:  0.77,q:180.5625,rV:    60,lV:    60,Camera:0
37488,state:6,Time:13:18:20,Lat:35.55492833,Lng:139.65567500,ax:0.27666666666666667,ay:0.18222222222222223,az:0.7655555555555555,q:180.125,rV:    60,lV:    60,Camera:0
37807,state:6,Time:13:18:21,Lat:35.55492833,Lng:139.65567833,ax:0.06777777777777778,ay: -0.12,az:0.2922222222222222,q:171.3125,rV:    60,lV:    60,Camera:0
37921,state:6,Time:13:18:21,Lat:35.55492833,Lng:139.65567833,ax:-0.4088888888888889,ay:-0.008888888888888889,az:-0.1622222222222222,q:171.8125,rV:    60,lV:    60,Camera:0
37974,state:6,Time:13:18:21,Lat:35.55492833,Lng:139.65567833,ax:0.38666666666666666,ay:0.13555555555555557,az:0.41444444444444445,q:171.25,rV:    60,lV:    60,Camera:0
38068,state:6,Time:13:18:21,Lat:35.55492833,Lng:139.65567833,ax:0.10777777777777778,ay:0.47333333333333333,az:0.7777777777777778,q:168.3125,rV:    60,lV:    60,Camera:0
38112,state:6,Time:13:18:21,Lat:35.55492833,Lng:139.65567833,ax:0.16555555555555557,ay:0.37555555555555553,az:0.5677777777777778,q: 167.0,rV:    60,lV:    60,Camera:0
38232,state:6,Time:13:18:21,Lat:35.55492833,Lng:139.65567833,ax:0.04888888888888889,ay:0.30666666666666664,az:0.5822222222222222,q: 164.0,rV:    60,lV:    60,Camera:0
38313,state:6,Time:13:18:21,Lat:35.55492833,Lng:139.65567833,ax:0.5966666666666667,ay:  0.14,az:0.6333333333333333,q:161.4375,rV:    60,lV:    60,Camera:0
38359,state:6,Time:13:18:21,Lat:35.55492833,Lng:139.65567833,ax:0.2388888888888889,ay:0.4177777777777778,az:0.7388888888888889,q:159.9375,rV:    60,lV:    60,Camera:0
38448,state:6,Time:13:18:21,Lat:35.55492833,Lng:139.65567833,ax:-0.2644444444444444,ay:0.6822222222222222,az:0.04666666666666667,q: 158.0,rV:    60,lV:    60,Camera:0
38549,state:6,Time:13:18:21,Lat:35.55492833,Lng:139.65567833,ax:-0.12222222222222222,ay:-0.1288888888888889,az:0.7111111111111111,q: 155.5,rV:    60,lV:    60,Camera:0
38557,state:6,Time:13:18:22,Lat:35.55493333,Lng:139.65568000,ax:-0.021111111111111112,ay:-0.3888888888888889,az:0.6755555555555556,q:155.125,rV:    60,lV:    60,Camera:0
38876,state:6,Time:13:18:22,Lat:35.55493333,Lng:139.65568000,ax:-0.2922222222222222,ay:0.8422222222222222,az:-0.6255555555555555,q:146.75,rV:    60,lV:    60,Camera:0
38987,state:6,Time:13:18:22,Lat:35.55493333,Lng:139.65568000,ax:  -0.2,ay:1.7355555555555555,az:-1.2022222222222223,q:152.0625,rV:    60,lV:    60,Camera:0
39031,state:6,Time:13:18:22,Lat:35.55493333,Lng:139.65568000,ax:0.3711111111111111,ay:1.9144444444444444,az:-1.3388888888888888,q:155.9375,rV:    60,lV:    60,Camera:0
39127,state:6,Time:13:18:22,Lat:35.55493333,Lng:139.65568000,ax:0.8088888888888889,ay:  2.34,az:-0.8388888888888889,q:162.6875,rV:    60,lV:    60,Camera:0
39174,state:6,Time:13:18:22,Lat:35.55493333,Lng:139.65568000,ax:0.6455555555555555,ay:2.187777777777778,az:-0.6455555555555555,q: 165.5,rV:    60,lV:    60,Camera:0
39295,state:6,Time:13:18:22,Lat:35.55493333,Lng:139.65568000,ax:-0.04777777777777778,ay:1.3933333333333333,az:-0.9855555555555555,q:172.5625,rV:    60,lV:    60,Camera:0
39374,state:6,Time:13:18:22,Lat:35.55493333,Lng:139.65568000,ax:-0.5266666666666666,ay:1.2455555555555555,az:-1.0988888888888888,q: 177.0,rV:    60,lV:    60,Camera:0
39418,state:6,Time:13:18:22,Lat:35.55493333,Lng:139.65568000,ax:-0.7755555555555556,ay:0.8655555555555555,az:-0.48777777777777775,q:177.9375,rV:    60,lV:    60,Camera:0
39503,state:6,Time:13:18:22,Lat:35.55493333,Lng:139.65568000,ax:-0.6333333333333333,ay:0.3888888888888889,az:-0.04555555555555556,q:176.625,rV:    60,lV:    60,Camera:0
39605,state:6,Time:13:18:23,Lat:35.55493500,Lng:139.65567833,ax:0.02666666666666667,ay:0.31444444444444447,az:0.32555555555555554,q:175.6875,rV:    60,lV:    60,Camera:0
39614,state:6,Time:13:18:23,Lat:35.55493500,Lng:139.65567833,ax:0.03333333333333333,ay:0.2833333333333333,az:  0.36,q: 175.5,rV:    60,lV:    60,Camera:0
39925,state:6,Time:13:18:23,Lat:35.55493500,Lng:139.65567833,ax:0.15555555555555556,ay:-0.051111111111111114,az:-0.3377777777777778,q:172.6875,rV:    60,lV:    60,Camera:0
40048,state:6,Time:13:18:23,Lat:35.55493500,Lng:139.65567833,ax:0.22111111111111112,ay:-0.07222222222222222,az:-0.2544444444444444,q:175.375,rV:    60,lV:    60,Camera:0
40091,state:6,Time:13:18:23,Lat:35.55493500,Lng:139.65567833,ax:0.2088888888888889,ay:0.011111111111111112,az: -0.12,q:176.0625,rV:    60,lV:    60,Camera:0
40179,state:6,Time:13:18:23,Lat:35.55493500,Lng:139.65567833,ax:0.09444444444444444,ay:0.13111111111111112,az:  0.01,q: 177.0,rV:    60,lV:    60,Camera:0
40223,state:6,Time:13:18:23,Lat:35.55493500,Lng:139.65567833,ax:0.13555555555555557,ay:0.1322222222222222,az:0.021111111111111112,q:177.125,rV:    60,lV:    60,Camera:0
40345,state:6,Time:13:18:23,Lat:35.55493500,Lng:139.65567833,ax:0.19444444444444445,ay:  0.11,az:0.02666666666666667,q:177.8125,rV:    60,lV:    60,Camera:0
40430,state:6,Time:13:18:23,Lat:35.55493500,Lng:139.65567833,ax:  0.08,ay:0.03222222222222222,az:0.03111111111111111,q:177.9375,rV:    60,lV:    60,Camera:0
40475,state:6,Time:13:18:23,Lat:35.55493500,Lng:139.65567833,ax:0.05555555555555555,ay:-0.027777777777777776,az:-0.005555555555555556,q:177.875,rV:    60,lV:    60,Camera:0
40570,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:0.27111111111111114,ay:  0.05,az:-0.18666666666666668,q:178.75,rV:    60,lV:    60,Camera:0
40676,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:0.44555555555555554,ay:-0.06777777777777778,az:-0.23777777777777778,q:182.1875,rV:    60,lV:    60,Camera:0
40685,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:0.41333333333333333,ay:-0.042222222222222223,az:-0.20444444444444446,q:182.4375,rV:    60,lV:    60,Camera:0
40969,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:0.6111111111111112,ay:0.16444444444444445,az:-0.3844444444444444,q:190.4375,rV:    60,lV:    60,Camera:0
41087,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:  0.38,ay:0.20666666666666667,az: -0.52,q:195.5625,rV:    60,lV:    60,Camera:0
41133,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:-0.008888888888888889,ay:0.2588888888888889,az:-0.5455555555555556,q:197.0625,rV:    60,lV:    60,Camera:0
41229,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:-0.3188888888888889,ay:0.14333333333333334,az:-0.6733333333333333,q: 200.0,rV:    60,lV:    60,Camera:0
41279,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:0.07444444444444444,ay:0.2011111111111111,az:-1.0344444444444445,q:202.9375,rV:    60,lV:    60,Camera:0
41397,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:-0.25666666666666665,ay:0.13555555555555557,az:-0.35333333333333333,q:205.6875,rV:    60,lV:    60,Camera:0
41483,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:0.02666666666666667,ay:0.19777777777777777,az:0.08222222222222222,q:205.9375,rV:    60,lV:    60,Camera:0
41527,state:6,Time:13:18:24,Lat:35.55493667,Lng:139.65567833,ax:0.15666666666666668,ay:  0.32,az:0.2311111111111111,q:205.9375,rV:    60,lV:    60,Camera:0
41621,state:6,Time:13:18:25,Lat:35.55494000,Lng:139.65567667,ax:  0.13,ay:0.12222222222222222,az:-0.07888888888888888,q:207.1875,rV:    60,lV:    60,Camera:0
41737,state:6,Time:13:18:25,Lat:35.55494000,Lng:139.65567667,ax:-0.0811111111111111,ay:0.02666666666666667,az:0.22444444444444445,q:206.375,rV:    60,lV:    60,Camera:0
41748,state:6,Time:13:18:25,Lat:35.55494000,Lng:139.65567667,ax: -0.05,ay:0.023333333333333334,az:0.25222222222222224,q:206.1875,rV:    60,lV:    60,Camera:0
42040,state:6,Time:13:18:25,Lat:35.55494000,Lng:139.65567667,ax:-0.01888888888888889,ay:   0.0,az:0.005555555555555556,q:204.4375,rV:    60,lV:    60,Camera:0
42155,state:6,Time:13:18:25,Lat:35.55494000,Lng:139.65567667,ax:0.0044444444444444444,ay:0.13111111111111112,az:-0.3011111111111111,q:205.4375,rV:    60,lV:    60,Camera:0
42201,state:6,Time:13:18:25,Lat:35.55494000,Lng:139.65567667,ax:-0.023333333333333334,ay:0.1288888888888889,az:-0.36777777777777776,q: 206.5,rV:    60,lV:    60,Camera:0
42293,state:6,Time:13:18:25,Lat:35.55494000,Lng:139.65567667,ax:-0.06888888888888889,ay:0.1388888888888889,az:-0.34555555555555556,q:208.4375,rV:    60,lV:    60,Camera:0
42345,state:6,Time:13:18:25,Lat:35.55494000,Lng:139.65567667,ax: -0.06,ay:0.09555555555555556,az:-0.17555555555555555,q:209.125,rV:    60,lV:    60,Camera:0
42465,state:6,Time:13:18:25,Lat:35.55494000,Lng:139.65567667,ax:0.06444444444444444,ay:-0.005555555555555556,az:0.05444444444444444,q:208.8125,rV:    60,lV:    60,Camera:0
42547,state:6,Time:13:18:25,Lat:35.55494000,Lng:139.65567667,ax:  0.05,ay:0.044444444444444446,az:0.09666666666666666,q:208.75,rV:    60,lV:    60,Camera:0
42604,state:6,Time:13:18:26,Lat:35.55494167,Lng:139.65567667,ax:0.042222222222222223,ay:0.0022222222222222222,az:0.15777777777777777,q: 208.5,rV:    60,lV:    60,Camera:0
42691,state:6,Time:13:18:26,Lat:35.55494167,Lng:139.65567667,ax:  0.04,ay: -0.06,az:0.2388888888888889,q:207.625,rV:    60,lV:    60,Camera:0
